CV2,Raw_Free_Energy,Smoothed_Free_Energy
1.516637387945839066e+01,7.258738022823764124e-01,6.627676870640291096e-01
1.524401549914342269e+01,7.895931287285786748e-01,7.374012194349474081e-01
1.532165711882845471e+01,8.487674564238757435e-01,8.209456475716424562e-01
1.539929873851348319e+01,9.085925235019378654e-01,9.255766952090191957e-01
1.547694035819851521e+01,9.963707960318225476e-01,1.046872184349959767e+00
1.555458197788354724e+01,1.121627278774349312e+00,1.185725089133395471e+00
1.563222359756857927e+01,1.296669271816409674e+00,1.342803081948532151e+00
1.570986521725361129e+01,1.506072327005153477e+00,1.519196643422041193e+00
1.578750683693864332e+01,1.735954184528843980e+00,1.717197043544089086e+00
1.586514845662367534e+01,1.999985966645660973e+00,1.933063339168968664e+00
1.594279007630870737e+01,2.218346906630316528e+00,2.166665303483785276e+00
1.602043169599373940e+01,2.432916708642843151e+00,2.417929645152290696e+00
1.609807331567877142e+01,2.650135424145068530e+00,2.683298154961566873e+00
1.617571493536380345e+01,2.895225006136100898e+00,2.957210942586372404e+00
1.625335655504883547e+01,3.183383669322990883e+00,3.238121034818921107e+00
1.633099817473386750e+01,3.509550675548148480e+00,3.528400379991887270e+00
1.640863979441889953e+01,3.852270739831595847e+00,3.826393882495090271e+00
1.648628141410392800e+01,4.186076624795211920e+00,4.131840490846365732e+00
1.656392303378896003e+01,4.472202693320643796e+00,4.436505060836523739e+00
1.664156465347399205e+01,4.739340237313766302e+00,4.734435925500940279e+00
1.671920627315902408e+01,5.020155176157287791e+00,5.021243373740283289e+00
1.679684789284405610e+01,5.311183783148970328e+00,5.296048540432163776e+00
1.687448951252908813e+01,5.569473793859158306e+00,5.562361314056720296e+00
1.695213113221412016e+01,5.820136915856213733e+00,5.826860836680741507e+00
1.702977275189915218e+01,6.079933967357384006e+00,6.096972565850434123e+00
1.710741437158418421e+01,6.347421762694047231e+00,6.376986544980846716e+00
1.718505599126921624e+01,6.629582051295242806e+00,6.665006363427771419e+00
1.726269761095424826e+01,6.918716928334792016e+00,6.953306983665033414e+00
1.734033923063928029e+01,7.214596586550788615e+00,7.235568378612214246e+00
1.741798085032431231e+01,7.511631627635940944e+00,7.506935369822066662e+00
1.749562247000934079e+01,7.796382985879121819e+00,7.758185180104214318e+00
1.757326408969437281e+01,8.046237440611742286e+00,7.983009239142027980e+00
1.765090570937940484e+01,8.249925927508996892e+00,8.179491162111407476e+00
1.772854732906443687e+01,8.382769628627192660e+00,8.348145049588854505e+00
1.780618894874946889e+01,8.489305452606744851e+00,8.493058408380376179e+00
1.788383056843450092e+01,8.590740273778564529e+00,8.619325712623851388e+00
1.796147218811953294e+01,8.690771818486453526e+00,8.733080447479583341e+00
1.803911380780456497e+01,8.799980216891643892e+00,8.841371212225014986e+00
1.811675542748959700e+01,8.922795957349308082e+00,8.952203171935437354e+00
1.819439704717462902e+01,9.052014527472870498e+00,9.065381906288648040e+00
1.827203866685966105e+01,9.182053209012924100e+00,9.179522472688018908e+00
1.834968028654469308e+01,9.301788913006950210e+00,9.287781163574825527e+00
1.842732190622972510e+01,9.406881654644948298e+00,9.386404683863824872e+00
1.850496352591475713e+01,9.498383044431388811e+00,9.473083092337391875e+00
1.858260514559978560e+01,9.571984247022763626e+00,9.545292812991414522e+00
1.866024676528481763e+01,9.600317259855788876e+00,9.602096519399397678e+00
1.873788838496984965e+01,9.632721981789744703e+00,9.644407792257759127e+00
1.881553000465488168e+01,9.662198002809244457e+00,9.674248930777759270e+00
1.889317162433991371e+01,9.692797895225490734e+00,9.694788557677174623e+00
1.897081324402494573e+01,9.714170514771062415e+00,9.708943674585585271e+00
1.904845486370997776e+01,9.724216394042638711e+00,9.719407905267258840e+00
1.912609648339500978e+01,9.729135882496002807e+00,9.728907814121249942e+00
1.920373810308004181e+01,9.733125770487358608e+00,9.736703656271552987e+00
1.928137972276507384e+01,9.740075050892411213e+00,9.744009071249571718e+00
1.935902134245010586e+01,9.750929176678404531e+00,9.752037698586757841e+00
1.943666296213513789e+01,9.763584003037966141e+00,9.762003177814568389e+00
1.951430458182016991e+01,9.777355018974423828e+00,9.775119148464456842e+00
1.959194620150519839e+01,9.791645463566279517e+00,9.792599250067876682e+00
