CV1,Raw_Free_Energy,Smoothed_Free_Energy
5.895773720281964003e+00,9.777395904110964153e+00,9.752364847987257335e+00
5.986284986977125300e+00,9.527841311624634102e+00,9.609198566616132808e+00
6.076796253672286596e+00,9.238670345664049321e+00,9.283831529832227147e+00
6.167307520367448781e+00,8.858546708146956661e+00,8.807142026706245019e+00
6.257818787062610077e+00,8.339795440059585729e+00,8.210008346308892868e+00
6.348330053757771374e+00,7.622089702868537486e+00,7.523308777710876250e+00
6.438841320452932671e+00,6.760050273656073472e+00,6.777921609982902496e+00
6.529352587148094855e+00,5.885754806484631452e+00,6.004725132195702031e+00
6.619863853843256152e+00,5.110239996478704860e+00,5.270773198752830346e+00
6.710375120538417448e+00,4.426269165637442882e+00,4.569293240884203300e+00
6.800886387233578745e+00,3.834386329303566487e+00,3.933500820628830219e+00
6.891397653928740041e+00,3.334018459783297139e+00,3.386582675156342592e+00
6.981908920623901338e+00,2.921091050962171920e+00,2.937350117454680554e+00
7.072420187319063523e+00,2.575568142821744289e+00,2.576791561774172123e+00
7.162931454014224819e+00,2.288816406936064585e+00,2.284998745867872216e+00
7.253442720709386116e+00,2.060025040019497045e+00,2.044832211365429586e+00
7.343953987404548300e+00,1.879403929062665402e+00,1.850705253872856559e+00
7.434465254099709597e+00,1.717458393397051308e+00,1.696216876137375262e+00
7.524976520794870893e+00,1.579118993373978208e+00,1.576762248194283789e+00
7.615487787490032190e+00,1.478767042111036378e+00,1.483737558772299181e+00
7.705999054185193486e+00,1.400149847370362188e+00,1.416081868580805203e+00
7.796510320880354783e+00,1.352439749600198526e+00,1.370799448129212728e+00
7.887021587575516968e+00,1.342022195527179829e+00,1.343275142266914024e+00
7.977532854270678264e+00,1.336355903222342878e+00,1.329941974201788835e+00
8.068044120965840449e+00,1.333633060094065792e+00,1.326847153134816049e+00
8.158555387661001745e+00,1.312988880790695534e+00,1.328841966524599849e+00
8.249066654356163042e+00,1.328029953917894801e+00,1.319839201193790057e+00
8.339577921051324338e+00,1.320136459510151905e+00,1.293629886577098986e+00
8.430089187746485635e+00,1.287514091558850104e+00,1.247270296804210421e+00
8.520600454441646932e+00,1.237088910814565956e+00,1.181626757083515722e+00
8.611111721136808228e+00,1.161515679064314632e+00,1.112087779784509012e+00
8.701622987831971301e+00,1.058963366599943390e+00,1.049853857883610742e+00
8.792134254527130821e+00,8.988865572873001586e-01,9.848667768209428131e-01
8.882645521222293894e+00,8.083245146670861025e-01,9.070606717389100293e-01
8.973156787917455190e+00,7.589589941464316425e-01,8.179854072381372854e-01
9.063668054612616487e+00,7.422537932473431965e-01,7.201459943769169536e-01
9.154179321307777784e+00,7.665906096490689992e-01,6.317679299221264921e-01
9.244690588002939080e+00,6.987088146950390932e-01,5.580911783762534384e-01
9.335201854698100377e+00,4.886613908035766229e-01,4.932420476590316794e-01
9.425713121393261673e+00,3.281407774524154330e-01,4.325295918535961848e-01
9.516224388088424746e+00,2.470109310667983338e-01,3.682704849314918927e-01
9.606735654783584266e+00,2.527268642805577947e-01,3.091678363443075006e-01
9.697246921478747339e+00,3.357861349261928030e-01,2.594400614795874249e-01
9.787758188173908636e+00,3.106177758810224621e-01,2.278341173747506776e-01
9.878269454869069932e+00,2.459707950341619986e-01,2.255195157069260214e-01
9.968780721564231229e+00,2.316256985879313057e-01,2.682136512425475905e-01
1.005929198825939253e+01,2.635718980250738586e-01,3.266887631385141932e-01
1.014980325495455382e+01,3.256114750566229676e-01,3.839112370460467938e-01
1.024031452164971512e+01,3.799431259492102031e-01,4.356367374019352590e-01
1.033082578834487819e+01,4.754062305033724956e-01,4.863880735313722559e-01
1.042133705504003771e+01,5.916961019126020238e-01,5.388814256388980706e-01
1.051184832173520078e+01,7.453134790321573888e-01,5.810031932402923704e-01
1.060235958843036030e+01,6.692150493045966320e-01,6.052204425201007654e-01
1.069287085512552338e+01,5.936519440255568769e-01,6.090882707784032180e-01
1.078338212182068467e+01,5.684612829524053890e-01,5.936533295429207158e-01
1.087389338851584597e+01,5.497478976004334106e-01,5.654183281539812977e-01
1.096440465521100727e+01,5.024971780011697753e-01,5.308765584487917799e-01
1.105491592190616856e+01,4.965200402601260832e-01,4.991429803184134206e-01
1.114542718860133164e+01,5.033701090174814707e-01,4.839304892464171282e-01
1.123593845529649116e+01,4.971723268449342870e-01,5.083224171762150689e-01
1.132644972199165423e+01,5.239544581614242746e-01,5.578274402441222302e-01
1.141696098868681375e+01,6.011918247543087679e-01,6.361958185468595817e-01
1.150747225538197682e+01,7.070363853964423129e-01,7.420075034716642204e-01
1.159798352207713812e+01,8.182996773559267911e-01,8.692721888211706327e-01
1.168849478877229942e+01,9.841416479107548687e-01,1.005956277825387435e+00
1.177900605546746071e+01,1.182602493831989010e+00,1.144815505034321168e+00
1.186951732216262201e+01,1.354156499455796192e+00,1.308766597278516519e+00
1.196002858885778508e+01,1.515015863070355184e+00,1.482622965093851164e+00
1.205053985555294460e+01,1.596861497679973096e+00,1.640063840438746201e+00
1.214105112224810767e+01,1.675056258492835681e+00,1.763994799464898788e+00
1.223156238894326719e+01,1.759913445696764223e+00,1.841706462840233760e+00
1.232207365563843027e+01,1.867719888656313554e+00,1.856479595354489476e+00
1.241258492233359156e+01,2.042311248180223249e+00,1.801948351140830074e+00
1.250309618902875286e+01,1.881360735922305016e+00,1.681436009400601117e+00
1.259360745572391416e+01,1.585120744612972699e+00,1.502870410900822851e+00
1.268411872241907545e+01,1.296163551520895574e+00,1.279502653437550652e+00
1.277462998911423853e+01,9.972546761582917751e-01,1.022250317547959586e+00
1.286514125580939805e+01,6.705864825868317336e-01,7.519139557998827383e-01
1.295565252250456112e+01,3.837458192370455379e-01,4.911492657291085528e-01
1.304616378919972064e+01,1.810337871033698143e-01,2.667764689828820979e-01
1.313667505589488371e+01,6.273570885732177027e-02,1.168138805161133692e-01
1.322718632259004501e+01,0.000000000000000000e+00,3.126028639439355772e-02
1.331769758928520631e+01,6.805239347669828076e-03,5.084609846910377248e-03
1.340820885598036760e+01,5.853258674737545769e-02,4.064238216727047992e-02
1.349872012267552890e+01,1.340813249376802685e-01,1.472536027839423944e-01
1.358923138937069197e+01,2.471341300712663058e-01,2.975405726579591348e-01
1.367974265606585149e+01,4.094937786916864608e-01,4.705819282932035552e-01
1.377025392276101456e+01,6.109889680469248185e-01,6.502419097122380531e-01
