Time_ns,CV1_Raw,CV2_Raw,CV1_Smooth,CV2_Smooth
4.349999999999999645e+00,8.911510371929999508e+00,9.134140126829999318e+00,1.001469671084400304e+01,8.770047468919537792e+00
4.500000000000000000e+00,1.042625566309999918e+01,8.497853327659999678e+00,1.005577970855088310e+01,8.976447122191151706e+00
4.650000000000000355e+00,1.063424146670000070e+01,9.273145226400000496e+00,1.017949601644288649e+01,9.156589148155259039e+00
4.799999999999999822e+00,1.081749392809999932e+01,9.439138174149999116e+00,1.042424493578615063e+01,9.333100938327522300e+00
4.950000000000000178e+00,1.092906763519999913e+01,1.014062776489999962e+01,1.054425771409483126e+01,9.434439459727249400e+00
5.099999999999999645e+00,1.055360039039999975e+01,1.067534948900000025e+01,1.086841094622765702e+01,9.427188351296363678e+00
5.250000000000000000e+00,1.160656058340000030e+01,9.541151338509999746e+00,1.097532749929439788e+01,9.530276004270609391e+00
5.400000000000000355e+00,1.074475241120000035e+01,8.463414692260000649e+00,1.111085883982070932e+01,9.732277614236261698e+00
5.549999999999999822e+00,1.155986621279999937e+01,9.569966589610000796e+00,1.118537140703060651e+01,9.964437079429064426e+00
5.700000000000000178e+00,1.128221370310000005e+01,9.641206680830000764e+00,1.120739785904751251e+01,1.009392781947828865e+01
5.849999999999999645e+00,1.145627184800000009e+01,1.056567762319999915e+01,1.105795426487794941e+01,1.019215306323546422e+01
6.000000000000000000e+00,1.115854690319999953e+01,9.250637987819999353e+00,1.093676492179185011e+01,1.030351650338849900e+01
6.150000000000000355e+00,1.073239096640000056e+01,1.041906304679999984e+01,1.084602715619042712e+01,1.042845002537772636e+01
6.299999999999999822e+00,1.026732593790000081e+01,1.148988776530000067e+01,1.063945322474239141e+01,1.063825759212270228e+01
6.450000000000000178e+00,1.082771579289999941e+01,1.110425064100000014e+01,1.054662008663594008e+01,1.081347292670285576e+01
6.599999999999999645e+00,9.268476196720000004e+00,1.180027289779999933e+01,1.038015239916073718e+01,1.107200083344313946e+01
6.750000000000000000e+00,1.091487037789999981e+01,1.173170636689999924e+01,1.011872606270245356e+01,1.128559662596966895e+01
6.900000000000000355e+00,9.778449274430000671e+00,1.082202099599999912e+01,1.003593165659360409e+01,1.145670597265381474e+01
7.049999999999999822e+00,9.710466592619999560e+00,1.059190569779999969e+01,9.834560844867031193e+00,1.154883421367877361e+01
7.200000000000000178e+00,9.950846576980000080e+00,1.097628237950000063e+01,9.664993482730913854e+00,1.165757591120003411e+01
7.349999999999999645e+00,1.049470327959999949e+01,1.219928564009999938e+01,9.678208408361447468e+00,1.165147594886030546e+01
7.500000000000000000e+00,9.126862491549999845e+00,1.259478411469999948e+01,9.737230200291882909e+00,1.168490996765672207e+01
7.650000000000000355e+00,9.106615083250000353e+00,1.187276495709999935e+01,9.922017360048251078e+00,1.146885431864442495e+01
7.799999999999999822e+00,1.058898329940000060e+01,1.112212390650000060e+01,1.007535241620340649e+01,1.133718968705123942e+01
7.950000000000000178e+00,8.965137674279999302e+00,1.143218100140000004e+01,1.013492934820195046e+01,1.122487228316659014e+01
8.099999999999999645e+00,9.801286888410000842e+00,1.067312174099999922e+01,1.022192963974155688e+01,1.111711620850884863e+01
8.250000000000000000e+00,1.088068658319999926e+01,1.187255844170000074e+01,1.028026000416994634e+01,1.105478653655898214e+01
8.400000000000000355e+00,9.784498184280000288e+00,1.132937151750000027e+01,1.042499039792885540e+01,1.098182979086517896e+01
8.550000000000000711e+00,1.099454307949999965e+01,1.039561678579999970e+01,1.047557714730552902e+01,1.087005784016525922e+01
8.699999999999999289e+00,1.242029228420000031e+01,9.929179345210000562e+00,1.047344539509344941e+01,1.083126568624023456e+01
8.849999999999999645e+00,1.070708585759999920e+01,1.051534443589999945e+01,1.045566024357773216e+01,1.083867708151867326e+01
9.000000000000000000e+00,1.098447033789999949e+01,1.006959605089999954e+01,1.045418571657370777e+01,1.085083050131496840e+01
9.150000000000000355e+00,9.374803951660000578e+00,1.150247402209999947e+01,1.035341113582423844e+01,1.101210067684744587e+01
9.300000000000000711e+00,9.303398565769999351e+00,1.091166722400000033e+01,1.009326177563697513e+01,1.113439400188433659e+01
9.449999999999999289e+00,1.006182471610000029e+01,1.165276179650000010e+01,9.987676006046449118e+00,1.125079303499435746e+01
9.599999999999999645e+00,1.049972056950000088e+01,1.141063636950000060e+01,9.796815762975636943e+00,1.151321886807531136e+01
9.750000000000000000e+00,9.152070147810000833e+00,1.177993085029999953e+01,9.567582208326451010e+00,1.172534028092043457e+01
9.900000000000000355e+00,9.141826360090000492e+00,1.257321806200000047e+01,9.438725368239973434e+00,1.199567043169066594e+01
1.005000000000000071e+01,8.978087313979999706e+00,1.290895701770000059e+01,9.257501779332871550e+00,1.225290489164968655e+01
1.019999999999999929e+01,9.046256434369999155e+00,1.186719127049999933e+01,9.041280645847795228e+00,1.238560916744267182e+01
1.034999999999999964e+01,8.988037400410000544e+00,1.144067676469999917e+01,9.010819762065414906e+00,1.240971036621289159e+01
1.050000000000000000e+01,9.015997412919999121e+00,1.305640392209999945e+01,8.958976345397642760e+00,1.239735447337069729e+01
1.065000000000000036e+01,8.464146730219999526e+00,1.244676199959999963e+01,8.969949505815728585e+00,1.239562835629007509e+01
1.080000000000000071e+01,1.002202652639999947e+01,1.327535770339999921e+01,8.842915008349992334e+00,1.250392760191910568e+01
1.094999999999999929e+01,9.279799449529999578e+00,1.344936522449999927e+01,8.754689609457273036e+00,1.257930879086679532e+01
1.109999999999999964e+01,8.345503810929999489e+00,1.212750803369999986e+01,8.858904434672878025e+00,1.262279140394757704e+01
1.125000000000000000e+01,9.008163887640000311e+00,1.193026375610000045e+01,8.980975106134275521e+00,1.266780865226326824e+01
1.140000000000000036e+01,8.548057930680000638e+00,1.229219984580000080e+01,9.053958470640706580e+00,1.280617557289241937e+01
1.155000000000000071e+01,7.825566415960000022e+00,1.205123450850000033e+01,9.149309886532281055e+00,1.294869930143730308e+01
1.169999999999999929e+01,9.512524726709999712e+00,1.264960708309999937e+01,9.233600204395436606e+00,1.311534033931308052e+01
1.184999999999999964e+01,9.464055065920000231e+00,1.337957920230000042e+01,9.277690027452210941e+00,1.326466702152824162e+01
1.200000000000000000e+01,9.073332434319999251e+00,1.447791899369999946e+01,9.238719113662233084e+00,1.341694049506036990e+01
1.215000000000000036e+01,9.192919720989999988e+00,1.387099808600000017e+01,9.121021153048829433e+00,1.365736180035009539e+01
1.230000000000000071e+01,1.020778675799999924e+01,1.364948932889999966e+01,8.929081844417488867e+00,1.374681795104590876e+01
1.244999999999999929e+01,1.012846559830000004e+01,1.333704804549999956e+01,8.930746635379376741e+00,1.381322414227104822e+01
1.259999999999999964e+01,8.499430598669999171e+00,1.445964377790000022e+01,8.859642234568276820e+00,1.373303180362617226e+01
1.275000000000000000e+01,9.032952686330000702e+00,1.437743102830000019e+01,8.704859135230794465e+00,1.368001188768082699e+01
1.290000000000000036e+01,8.564339664980000322e+00,1.326695068219999918e+01,8.546400712555064061e+00,1.345076669683304438e+01
1.305000000000000071e+01,7.895211632649999700e+00,1.389429636969999926e+01,8.426906167499177869e+00,1.332333680044134994e+01
1.319999999999999929e+01,7.232090517919999684e+00,1.422113433120000003e+01,8.173206607356380715e+00,1.314756993195844537e+01
1.334999999999999964e+01,7.058932676699999575e+00,1.339590778029999996e+01,7.981508283449072927e+00,1.298535333062572228e+01
1.350000000000000000e+01,7.500253032499999861e+00,1.196547150790000025e+01,7.844727228522330620e+00,1.290660546010856180e+01
1.365000000000000036e+01,8.325387081380000609e+00,1.113621030680000068e+01,7.721552873114858606e+00,1.298406797490489950e+01
1.380000000000000071e+01,8.698658412349999480e+00,1.158780068909999983e+01,7.619698493794123451e+00,1.306367148625472119e+01
1.394999999999999929e+01,7.562283188790000388e+00,1.202567881619999923e+01,7.727430385980317062e+00,1.312373565263115083e+01
1.409999999999999964e+01,7.881240215690000106e+00,1.446791530319999985e+01,7.856926194151258258e+00,1.319466513814546538e+01
1.425000000000000000e+01,7.907235226290000085e+00,1.293410568300000030e+01,8.060398294956053533e+00,1.344210163861087537e+01
1.440000000000000036e+01,8.547502591460000687e+00,1.505337050350000005e+01,8.272782873462851683e+00,1.372978530387327822e+01
1.455000000000000071e+01,7.439800677890000102e+00,1.409888543649999981e+01,8.559387720376545161e+00,1.389435092558971618e+01
1.469999999999999929e+01,8.108519670579999783e+00,1.438785353319999949e+01,8.679958211662505363e+00,1.405988215067382896e+01
1.484999999999999964e+01,9.106698205229999843e+00,1.481727951489999917e+01,8.706176253677384125e+00,1.426943250177582101e+01
1.500000000000000000e+01,9.103060188240000628e+00,1.471268805829999948e+01,8.798203614643547610e+00,1.430417324136078427e+01
1.515000000000000036e+01,9.275128923580000517e+00,1.420743366269999974e+01,8.875942626175781669e+00,1.428908741891089917e+01
1.530000000000000071e+01,9.986811696480000222e+00,1.408595194039999932e+01,9.049484394817158162e+00,1.415112017413107104e+01
1.544999999999999929e+01,9.239635112089999325e+00,1.451454099939999942e+01,9.230325841962237376e+00,1.406625957077320699e+01
1.559999999999999964e+01,1.030732202030000089e+01,1.432902286670000080e+01,9.386923433537225137e+00,1.375643248095826898e+01
1.575000000000000000e+01,8.536126819639999752e+00,1.313278416069999999e+01,9.570456664494503940e+00,1.370377046768562757e+01
1.590000000000000036e+01,9.329287365929999964e+00,1.246185437009999930e+01,9.652407678933727198e+00,1.348539721158883431e+01
1.605000000000000071e+01,8.133983046230000014e+00,1.270325274059999998e+01,9.932906520602990952e+00,1.343263798743447524e+01
1.619999999999999929e+01,9.916392160850000081e+00,1.302916269790000037e+01,1.006928999137104519e+01,1.330471735122679533e+01
1.635000000000000142e+01,1.099158294839999961e+01,1.273578798419999991e+01,1.007360470714587208e+01,1.328190952268142055e+01
1.650000000000000000e+01,1.002564745429999959e+01,1.460495366339999990e+01,1.009679564895906978e+01,1.326576435117759978e+01
1.664999999999999858e+01,1.061142425250000088e+01,1.383179254809999925e+01,1.008874785686139042e+01,1.343933099085395710e+01
1.680000000000000071e+01,1.029601609949999919e+01,1.387359167380000002e+01,1.004383032960589439e+01,1.353251891051293399e+01
1.694999999999999929e+01,1.103225552660000020e+01,1.219088915280000052e+01,1.011400433848596236e+01,1.355461439892444275e+01
1.710000000000000142e+01,1.044096208899999922e+01,1.466925947710000067e+01,1.018793731756629484e+01,1.369874932215268792e+01
1.725000000000000000e+01,1.005388869609999958e+01,1.339402007570000031e+01,1.035786672484375792e+01,1.386905516444670639e+01
1.739999999999999858e+01,1.132412466849999966e+01,1.404546828610000020e+01,1.031685982179784666e+01,1.395244367768606963e+01
1.755000000000000071e+01,8.812937979080000872e+00,1.405927296469999987e+01,1.030408051355648702e+01,1.411648024914653732e+01
1.769999999999999929e+01,8.445998770530000144e+00,1.478705651479999972e+01,1.012224953421381102e+01,1.412043154781381737e+01
1.785000000000000142e+01,9.766441277280000222e+00,1.411746500649999980e+01,1.002942000007631762e+01,1.420961499581884802e+01
1.800000000000000000e+01,1.004286552659999998e+01,1.521783732309999948e+01,9.939672432130944202e+00,1.424124930148919788e+01
1.814999999999999858e+01,1.032672786560000056e+01,1.309766617630000063e+01,9.790679767742625828e+00,1.445558776691940039e+01
1.830000000000000071e+01,1.109542747649999939e+01,1.389079391389999962e+01,9.662439434429280993e+00,1.460212680484088210e+01
1.844999999999999929e+01,1.048787934649999976e+01,1.533250410109999962e+01,9.565863509384538332e+00,1.480063437224016454e+01
1.860000000000000142e+01,9.551937050350000291e+00,1.494490215120000087e+01,9.575095729790884747e+00,1.497470301370831436e+01
1.875000000000000000e+01,8.843465152480000313e+00,1.528109107679999923e+01,9.521142121335250508e+00,1.522498384427408702e+01
1.889999999999999858e+01,9.349799861919999344e+00,1.604580528849999865e+01,9.468642689046138372e+00,1.536542649854554554e+01
1.905000000000000071e+01,8.892466257740000657e+00,1.422550463349999994e+01,9.560324814654588721e+00,1.576083451739777708e+01
1.919999999999999929e+01,8.986542076930000178e+00,1.655134510490000110e+01,9.508941956873297130e+00,1.607531362732879288e+01
1.935000000000000142e+01,8.544418143079999695e+00,1.597647422200000022e+01,9.355855598535645967e+00,1.640363980130949173e+01
1.950000000000000000e+01,9.401037555360000297e+00,1.663102667009999891e+01,9.213942171956272631e+00,1.653535270596663054e+01
1.964999999999999858e+01,9.357383024820000728e+00,1.647211463040000012e+01,9.085392109237025338e+00,1.668724056101723718e+01
1.980000000000000071e+01,9.806337579690000084e+00,1.747059031379999894e+01,8.938047460051260273e+00,1.664881492100380100e+01
1.994999999999999929e+01,9.287985515460000840e+00,1.756748060589999838e+01,8.882922198158814453e+00,1.664332416489522970e+01
2.010000000000000142e+01,8.687671597999999662e+00,1.611695248370000044e+01,8.826137005408238423e+00,1.665546817809124036e+01
2.025000000000000000e+01,9.188360689690000527e+00,1.742849742339999963e+01,8.676556324825256183e+00,1.654211364794573313e+01
2.039999999999999858e+01,8.879947527740000623e+00,1.817560088180000122e+01,8.383803750754786677e+00,1.645256760735465917e+01
2.055000000000000071e+01,8.334853942000000515e+00,1.490259713110000028e+01,8.197594385699098041e+00,1.625508262149415728e+01
2.069999999999999929e+01,7.445006981989999773e+00,1.494933810370000060e+01,8.064396021026707828e+00,1.592731669647300308e+01
2.085000000000000142e+01,7.267781691649999765e+00,1.443815573830000076e+01,7.880829298371597957e+00,1.574145994396571524e+01
2.100000000000000000e+01,7.529581228079999633e+00,1.558986679879999926e+01,7.669337956154622660e+00,1.540212532960030600e+01
2.114999999999999858e+01,7.169476929280000022e+00,1.593019415530000060e+01,7.517481818564053953e+00,1.519957711403424128e+01
2.130000000000000071e+01,7.513299902870000047e+00,1.568083762939999914e+01,7.452230192894177208e+00,1.499559625248769379e+01
2.144999999999999929e+01,7.203699360449999922e+00,1.453394648749999973e+01,7.463529635008910645e+00,1.484133624895455306e+01
2.160000000000000142e+01,6.861672742519999701e+00,1.445275782200000059e+01,7.331535301197074972e+00,1.492629612051750776e+01
2.175000000000000000e+01,7.248906922449999790e+00,1.486634620979999966e+01,7.243071074091471218e+00,1.496238833108638211e+01
2.189999999999999858e+01,8.702218318170000799e+00,1.379777204440000027e+01,7.246464879861968633e+00,1.496331417539595954e+01
2.205000000000000071e+01,8.114762115530000486e+00,1.541470151779999931e+01,7.380015981325605878e+00,1.508822468520073379e+01
2.219999999999999929e+01,6.951956160389999972e+00,1.475831918269999932e+01,7.536213576593014274e+00,1.491567799455140708e+01
2.235000000000000142e+01,7.647143803709999688e+00,1.437284643719999977e+01,7.638799062285478669e+00,1.483716007832874517e+01
2.250000000000000000e+01,7.638355532570000328e+00,1.590852107329999932e+01,7.778189498134555180e+00,1.455311101441796318e+01
2.264999999999999858e+01,7.935546828219999682e+00,1.482996408119999998e+01,7.956964411444191754e+00,1.417237181080770725e+01
2.280000000000000071e+01,7.091394921370000048e+00,1.475600362780000019e+01,8.097816994818256120e+00,1.398812610198986128e+01
2.294999999999999929e+01,6.809545928520000402e+00,1.559239370719999940e+01,8.297732973784809118e+00,1.384097398979336191e+01
2.310000000000000142e+01,9.177069745989999916e+00,1.282017448779999924e+01,8.439824220903476615e+00,1.357546172059659817e+01
2.325000000000000000e+01,9.212175220300000689e+00,1.133880798400000067e+01,8.570247207519690491e+00,1.321470760366387864e+01
2.339999999999999858e+01,9.782074739160000476e+00,1.254956085889999962e+01,8.727885313996793570e+00,1.277541958161498137e+01
2.355000000000000071e+01,8.983582425570000751e+00,1.183634754200000039e+01,9.013173875434151938e+00,1.214877301708295931e+01
2.369999999999999929e+01,9.040589071650000363e+00,1.256519315190000086e+01,9.191019370227895280e+00,1.187761301257093294e+01
2.385000000000000142e+01,9.564359790690000196e+00,1.022346204529999980e+01,9.288527536991059819e+00,1.164042715930722061e+01
2.400000000000000000e+01,9.272143736169999428e+00,1.120717980989999951e+01,9.342330014841129682e+00,1.129904147299549066e+01
2.414999999999999858e+01,9.236916667090000033e+00,1.340692048860000085e+01,9.443225595976890929e+00,1.107577794197830556e+01
2.430000000000000071e+01,9.620127141770000279e+00,1.123789657959999921e+01,9.542417727522638060e+00,1.100130250157670631e+01
2.444999999999999929e+01,9.275409190319999553e+00,1.012010878000000069e+01,9.561689465780357722e+00,1.099544309469796133e+01
2.460000000000000142e+01,9.863444606539999882e+00,9.820277779399999574e+00,9.427084993391476431e+00,1.117081220253787777e+01
2.475000000000000000e+01,9.588883336220000331e+00,1.021428208620000078e+01,9.558484832849046597e+00,1.124862505877253227e+01
2.489999999999999858e+01,9.257701513120000669e+00,1.154793124639999924e+01,9.583313189924517417e+00,1.119983069560185562e+01
2.505000000000000071e+01,8.767473918380000342e+00,1.370299440189999984e+01,9.585164786730981490e+00,1.137866846568387658e+01
2.519999999999999929e+01,9.776488829719999885e+00,1.115434385060000011e+01,9.675474128372673732e+00,1.156023919383559040e+01
2.535000000000000142e+01,9.533652344360000086e+00,1.036502232139999968e+01,9.757040427941644722e+00,1.189540677543479852e+01
2.550000000000000000e+01,1.062029323339999998e+01,1.185394247380000010e+01,9.817731512037259023e+00,1.203117483268674093e+01
2.564999999999999858e+01,9.866639642170000002e+00,1.329142831240000078e+01,9.859793649867782506e+00,1.216419150531762483e+01
2.580000000000000071e+01,9.881288852320000871e+00,1.193954427919999972e+01,9.887710085254283854e+00,1.239455356957424748e+01
2.594999999999999929e+01,9.530679230600000551e+00,1.231995765939999998e+01,9.828925569816519214e+00,1.241852278370187257e+01
2.610000000000000142e+01,1.053435993619999955e+01,1.248582825639999960e+01,9.710059229039925910e+00,1.230963162219108575e+01
2.625000000000000000e+01,8.528429923110000033e+00,1.261152025250000008e+01,9.589375965210328090e+00,1.225040660619095156e+01
2.639999999999999858e+01,9.682825287340000031e+00,1.372752478610000004e+01,9.466549301544707973e+00,1.205314408712380647e+01
2.655000000000000071e+01,1.090785216459999951e+01,1.248771992700000055e+01,9.324944338042218561e+00,1.197733871636205194e+01
2.669999999999999929e+01,8.967119980270000568e+00,1.215153997390000029e+01,8.983306972418972691e+00,1.212341063304091904e+01
2.685000000000000142e+01,8.464989972499999737e+00,1.078130967090000070e+01,8.813238557293429309e+00,1.198141564364144607e+01
2.700000000000000000e+01,8.693604061709999442e+00,1.048026175360000067e+01,8.615253852772083221e+00,1.177168265220928411e+01
2.714999999999999858e+01,8.077915666390000027e+00,1.039101169849999984e+01,8.458960640010905863e+00,1.150872305644091753e+01
2.730000000000000071e+01,7.309168970470000026e+00,1.107080887360000077e+01,8.349762872176205164e+00,1.139807138910416029e+01
2.744999999999999929e+01,8.132793610889999414e+00,1.203755836520000067e+01,8.240007104307672137e+00,1.128404105629279108e+01
2.760000000000000142e+01,8.133347326879999173e+00,1.260062303249999971e+01,8.100185059321965753e+00,1.119058322132127437e+01
2.775000000000000000e+01,8.452561670330000609e+00,1.073302323729999941e+01,8.169716874117076699e+00,1.107630363273919194e+01
2.789999999999999858e+01,8.024945961860000310e+00,1.195885220060000087e+01,8.042183788064461325e+00,1.089195229936860088e+01
2.805000000000000071e+01,7.463819595530000406e+00,1.095184276160000003e+01,8.050334580132430418e+00,1.089557649143424989e+01
2.819999999999999929e+01,9.445419107559999361e+00,9.709646846940000131e+00,8.276131283072647449e+00,1.088244458645088741e+01
2.835000000000000142e+01,8.075422090010000886e+00,1.079188859739999984e+01,8.353542382515225739e+00,1.079680891960508227e+01
2.850000000000000000e+01,8.131284192869999927e+00,9.893079593870000465e+00,8.381665428279402974e+00,1.062510396075884600e+01
2.864999999999999858e+01,9.054964565500000617e+00,1.140286743190000074e+01,8.499312340760816653e+00,1.043578773117929792e+01
2.880000000000000071e+01,8.237621837920000800e+00,1.102054464459999927e+01,8.683862323402472327e+00,1.012461998313409062e+01
2.894999999999999929e+01,8.643431308480000297e+00,9.701848542720000523e+00,8.685472601659688152e+00,1.000494651633494669e+01
2.910000000000000142e+01,9.318136211289999693e+00,9.241711041429999440e+00,8.824124738545211954e+00,9.915718792533048997e+00
2.925000000000000000e+01,8.107188285310000353e+00,9.306852139489999232e+00,8.869081344236185771e+00,9.850583620670224860e+00
2.939999999999999858e+01,9.323673627010000686e+00,1.051592550840000051e+01,8.950978100509944468e+00,9.734974292612166735e+00
2.955000000000000071e+01,9.157276873629999869e+00,9.649361283739999351e+00,8.988768968323196162e+00,9.758507782273465381e+00
2.969999999999999929e+01,8.276071802620000639e+00,9.034513481650000344e+00,9.091124273466148153e+00,9.787967765236654571e+00
2.985000000000000142e+01,9.198141554619999383e+00,9.938531853529999793e+00,9.226844383512915471e+00,9.692503338718394090e+00
3.000000000000000000e+01,1.003041612940000071e+01,9.894317332399999998e+00,9.264859951869576449e+00,9.710383179723821812e+00
3.014999999999999858e+01,9.670121255310000663e+00,9.534514906289999203e+00,9.203928602977297757e+00,9.650643442204316358e+00
3.030000000000000071e+01,8.213790571800000606e+00,1.103082540529999989e+01,9.121453359075593070e+00,9.811391474820807090e+00
3.044999999999999929e+01,9.699589736449999222e+00,8.989565399980000038e+00,8.922884091230642412e+00,1.000884807082030292e+01
3.060000000000000142e+01,8.331922170869999533e+00,9.578160104720000234e+00,8.828002584882641557e+00,1.019862741888171520e+01
3.075000000000000000e+01,9.417718392330000299e+00,1.072770523730000036e+01,8.674142986641669495e+00,1.017601836244216962e+01
3.089999999999999858e+01,9.272864411449999622e+00,1.044911806270000021e+01,8.573492067224936619e+00,1.028620625876643402e+01
3.105000000000000071e+01,9.431516569530000282e+00,1.047016500540000017e+01,8.672983508132995567e+00,1.052501177373689778e+01
3.119999999999999929e+01,7.183277809309999817e+00,1.012310773429999955e+01,8.677621190147069896e+00,1.064921642267772484e+01
3.135000000000000142e+01,7.888571783549999772e+00,1.095424806579999988e+01,8.543972948977899051e+00,1.078816140519777633e+01
3.150000000000000000e+01,7.269846917819999810e+00,1.094956421130000024e+01,8.494154906624247658e+00,1.089956555911937741e+01
3.164999999999999858e+01,7.800698064049999658e+00,1.181596351409999990e+01,8.634692617803487735e+00,1.107138029537411583e+01
3.180000000000000071e+01,8.727179326470000831e+00,1.110476334870000059e+01,8.672119867771819202e+00,1.110033972299849836e+01
3.194999999999999929e+01,9.690217856849999478e+00,1.113502989280000044e+01,8.628460321680234912e+00,1.131497736530781317e+01
3.210000000000000142e+01,8.700330212549999942e+00,1.022509996900000040e+01,8.599887484155971151e+00,1.139794886859531609e+01
3.225000000000000000e+01,1.069238869419999993e+01,1.296391480970000032e+01,8.502719276866859133e+00,1.148320921622614676e+01
3.239999999999999858e+01,9.191161317189999735e+00,1.155708034339999912e+01,8.286763771156731906e+00,1.158627497113160487e+01
3.254999999999999716e+01,7.250655069049999568e+00,1.111591724620000043e+01,8.147026259169996010e+00,1.172996574078047516e+01
3.270000000000000284e+01,8.031936311269999962e+00,1.211194730659999941e+01,8.203796744604844093e+00,1.182570105177619091e+01
3.285000000000000142e+01,8.879815049670000349e+00,1.113597184390000017e+01,8.153950662415308415e+00,1.185035112369537735e+01
3.300000000000000000e+01,8.609061838140000589e+00,1.226814908699999940e+01,8.252349787443815643e+00,1.189831888431044682e+01
3.314999999999999858e+01,6.722132562989999727e+00,1.141055277879999963e+01,8.301979145199538834e+00,1.189895611094810768e+01
3.329999999999999716e+01,7.706010744790000366e+00,1.303737522579999997e+01,8.401847549032437357e+00,1.211497492992796410e+01
3.345000000000000284e+01,7.024632068799999907e+00,1.235607848279999921e+01,8.570154031809432027e+00,1.226073498468794654e+01
3.360000000000000142e+01,8.128429940880000260e+00,1.206490356669999997e+01,8.937048654289043270e+00,1.234187058500380019e+01
3.375000000000000000e+01,7.805595923410000303e+00,1.201005939590000082e+01,9.285844112328490496e+00,1.221313304892815665e+01
3.389999999999999858e+01,1.133336840439999982e+01,1.276856005099999969e+01,9.829807698809606364e+00,1.228829527914107089e+01
3.404999999999999716e+01,1.210726702060000015e+01,1.186604645779999956e+01,1.028922759825759492e+01,1.244471815321115749e+01
3.420000000000000284e+01,1.143968162310000025e+01,1.222366046650000015e+01,1.064513103889910361e+01,1.252893637054920184e+01
3.435000000000000142e+01,1.187991207560000007e+01,1.253087494649999911e+01,1.097227604707326165e+01,1.265516894925596603e+01
3.450000000000000000e+01,1.114321650760000004e+01,1.288570823979999957e+01,1.129191823715208365e+01,1.263265988774902837e+01
