Activity_ID,Quality,source,CID,SMILES,,,,,doc_id,Year,all_years,type_IC50,type_EC50,type_KD,type_Ki,pchembl_value,pchembl_value_Mean,pchembl_value_Median
ANPNJITWNOVMBT_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.373977;ChEMBL31.compound.373978,CC(C)=CCCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(=O)C3=C(OC(C(C)(C)O)C3O)C1(C(=O)C(C)C)C2=O,,,,,PMID:28445039,2017,2017,1,0,0,0,4.9;5.05,4.975,4.975
APQPVVOYBLOJDY_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245682,COc1cc2c(cc1)nc1CCCCc1c2N,,,,,PMID:20817518,2010,2021;2014;2021;2018;2014;2014,1;1;1;1;0;0,0,0,0;0;0;0;1;1,5.0;4.98;5.0;4.82;5.2;5.68,5.113333333,5
AQKQQDHOZZZCHW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.305003,NC(=O)c1cc[n+](CCCCC[n+]2cccc(NC(=O)C=NO)c2)cc1,,,,,PMID:27450532,2016,2016,0,0,1,0,4.6;4.18,4.39,4.39
ASUTZQLVASHGKV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.2237,COc1ccc2CN(C)CCC34C=CC(O)CC3Oc1c24,,,,,DOI:10.1016/0960-894X(96)00102-3,1996,2020;2020;2021;2014;2012;2014;2015;2020;2020;2017;2006;2010;2014;2014;2011;2011;2019;2019;2017;2017;2018;2019;2006;2019;2017;2016;2011;2015;2011;2015;2014,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,6.1;5.52;5.54;5.96;6.0;6.16;5.58;5.77;5.68;5.58;5.93;5.68;5.5;5.57;6.1;6.1;5.8;5.42;5.9;5.97;5.72;5.52;6.2;5.56;5.89;5.7;5.5;5.7;5.42;6.6;7.21,5.83483871,5.72
BBDGMRAXJHQKAS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.105337;ChEMBL31.compound.105336,CCN(CCCCCC(=O)NC1CCCCC1NC(=O)CCCCCN(CC)Cc1c(OC)cccc1)Cc1ccccc1OC,,,,,PMID:18954037,2008,2008,1,0,0,0,5.38;5.26,5.32,5.32
BCLNLHPADHWIJF_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.243794,COc1cc2c(cc1OC)C(c1ccccc1)N(CCCCCCn1ccnc1C=NO)CC2,,,,,PMID:25453812,2014,2014,0,0,1,0,4.39;4.85;4.6,4.613333333,4.6
BDWNRXRRLOYBIP_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.373979;ChEMBL31.compound.373980,C=C(C)C(O)CCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(=O)C3=C(OC(C(C)(C)O)C3)C1(C(=O)C(C)C)C2=O,,,,,PMID:28445039,2017,2017,1,0,0,0,4.71;4.97,4.84,4.84
BLEMVENWQNSXTK_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222914,COc1c(OC)cc2C[N+](C)(CCCCCCc3cccc(OC)[n+]3C)CCc2c1,,,,,PMID:24076173,2013,2013,1,0,0,0,6.82;6.72,6.77,6.77
BLIZSWJUMPREPD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.145254;ChEMBL31.compound.18134,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C=O,,,,,PMID:9288171,1997,2010;1997,1,0,0,0,5.6;6.41,6.005,6.005
BNBWNJAILLASJW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.419011;ChEMBL31.compound.419010;ChEMBL31.compound.419009,O=C(Nc1nccc(-c2cn(CCNc3c4CCCCc4nc4ccccc34)nn2)c1)Nc1cccc2c1C1CCCCN1C2=O,,,,,PMID:30798053,2019,2019,1,0,0,0,7.94;8.02;7.86,7.94,7.94
BWGWZHHGOKOHGO_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.237284,O=C(C=NO)Nc1ccc[n+](CCC[n+]2cccc(NC(=O)C=NO)c2)c1,,,,,PMID:24721830,2014,2014,0,0,1,0,4.24;4.05,4.145,4.145
BZDSVXCHLHSRCC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.237288,O=C(C=NO)Nc1c[n+](CCCCCCC[n+]2cccc(NC(=O)C=NO)c2)ccc1,,,,,PMID:24721830,2014,2014,0,0,1,0,4.18;4.07,4.125,4.125
CDOZDBSBBXSXLB_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.33063,CCN(CC)C(C)CN1c2c(cccc2)Sc2c1cccc2,,,,,PMID:21459491,2011,2011;2011;2014;2011;2011,1;1;1;0;0,0,0,0;0;0;1;1,6.52;6.52;6.58;4.61;4.6,5.766,6.52
CECQCMHYFROUEY_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.113232;ChEMBL31.compound.198150,Cc1ccc(C2C3=C(O)CC(C)(C)CC3=Nc3c2c(N)c2CCCCc2n3)cc1,,,,,PMID:18640842,2008,2008;2012,1,0,0,0,6.17;6.64,6.405,6.405
CLGRDIKRJXQZCJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.192901,COc1c(OC)cc2c(c1)CCN(CCCCCCc1c(O)c(C=NO)nc(C)c1)C2c1ccccc1,,,,,PMID:23148598,2012,2012,0,0,1,0,4.1;4.29,4.195,4.195
CLUYQVUXXFYWCW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222910,COc1c(OC)cc2C(=O)C(CCCCCCCc3cccc(OC)[n+]3C)Cc2c1,,,,,PMID:24076173,2013,2013,1,0,0,0,6.57;6.72,6.645,6.645
CMIDSRBTXGZGBL_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222921,COc1[n+](C)c(CCc2[n+](C)c(OC)ccc2)ccc1,,,,,PMID:24076173,2013,2013,1,0,0,0,6.09;5.96,6.025,6.025
CNIWTTNRVIMZIP_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.303075;ChEMBL31.compound.391685;ChEMBL31.compound.303075,COc1ccc2C(=O)C(=CC3CCN(Cc4ccccc4)CC3)Cc2c1,,,,,PMID:27190595,2016,2016;2018;2016,1;1;0,0,0,0;0;1,7.37;7.36;7.54,7.423333333,7.37
CQUMHRFRPNTKHI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.192896,COc1c(OC)cc2c(c1)CCN(CCCCCCc1ccc(O)c(C=NO)n1)C2c1ccccc1,,,,,PMID:23148598,2012,2012,0,0,1,0,4.85;4.84;4.42,4.703333333,4.84
CYXSZGQGRZPZSF_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.373976;ChEMBL31.compound.373975,COC(C)(C)C=CCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(=O)C3=C(OC(C(C)(C)O)C3)C1(C(=O)C(C)C)C2=O,,,,,PMID:28445039,2017,2017,1,0,0,0,5.14;5.4,5.27,5.27
DACCJWKHNMNUQB_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.132113;ChEMBL31.compound.132114,COC(=O)C1=C(C)OP(=O)(OC)CCC1COCc1ccccc1,,,,,PMID:20189400,2010,2010,1,0,0,0,4.46;5.22,4.84,4.84
DBUWWODVSCMGDY_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.177782;ChEMBL31.compound.45322;ChEMBL31.compound.45322,CC1=CC2Cc3c(c(NCCCCCCCNc4c5CCCCc5nc5ccccc45)c4ccc(Cl)cc4n3)C(C1)C2,,,,,PMID:22185619,2012,2012,1,0,0,0,8.88;8.72;8.72,8.773333333,8.72
DBXKIEJEFALTHY_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.306468,COc1ccc(C=CC(=O)Nc2ccc(CN(C)Cc3ccccc3)cc2)cc1,,,,,PMID:27267007,2016,2016;2017,1,0,0,0,5.24;5.34,5.29,5.29
DMOLFVGCLPCFQX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.307302,C#CCN(Cc1nc2c(cccc2O)cc1)C(C#N)CCC1CCN(Cc2ccccc2)CC1,,,,,PMID:26471320,2016,2016,0,0,0,1,7.82;7.83,7.825,7.825
DQFITZQWLBZWPL_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.70307,CCN(CCCCCC(=O)Nc1ccc(-c2ccc(NC(=O)CCCCCN(CC)Cc3c(OC)cccc3)cc2)cc1)Cc1c(OC)cccc1,,,,,PMID:15588084,2004,2004;2008,1,0,0,0,7.44;7.44,7.44,7.44
DSQSAHYPEXEBHJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.55161;ChEMBL31.compound.33690,CCNC(=O)Oc1ccc2c(c1)C1(C)CCOC1N2C,,,,,PMID:15715468,2005,2006;2005,1,0,0,0,7.09;7.09,7.09,7.09
DSZQQMUYRCNRKS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.67350,COc1ccc2c(c1)c1c(c[n+](C)cc1)n2C,,,,,PMID:16945529,2006,2006,1,0,0,0,5.89;5.86,5.875,5.875
DUFSMBDXHIBOGM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222902,COc1c(F)c[n+](CCCCCOc2ccc3c(C)cc(=O)oc3c2)cc1F,,,,,PMID:24076173,2013,2013,1,0,0,0,6.32;6.33,6.325,6.325
DWMBEPKCENULIA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.8241,CNC(=O)Oc1ccc2c(c1)C1(C)CCNC1N2C,,,,,PMID:2202827,1990,1990,1,0,0,0,7.68;7.64,7.66,7.66
DWOXBDXTFVOWJF_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245624,CCN(CC)CCCOc1ccc2nc3CCCn3c(=O)c2c1,,,,,PMID:25047936,2014,2014,1,0,0,0,5.92;5.91,5.915,5.915
FDRUOIJOXDAUQN_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.55182;ChEMBL31.compound.33701,CCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,,,,,PMID:15715468,2005,2010;2005,1,0,0,0,7.03;7.03,7.03,7.03
FFIZZPFJAXHTDR_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245625,O=c1c2c(ccc(OCCCN3CCCCC3)c2)nc2CCCn21,,,,,PMID:25047936,2014,2014,1,0,0,0,5.97;5.96,5.965,5.965
FGTPONJEGLUWRI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.113233;ChEMBL31.compound.198151,CC1(C)CC2=Nc3c(c(N)c4CCCCc4n3)C(c3ccc(F)cc3)C2=C(O)C1,,,,,PMID:18640842,2008,2008;2012,1,0,0,0,5.8;6.27,6.035,6.035
FHJNAXWWTVBTEP_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.146993,CCCCCCNc1c2CCCCc2nc2c1cc(OC)cc2,,,,,PMID:20817518,2010,2011;2010,1,0,0,0,7.0;7.0,7,7
FJQPUICPLRBFJO_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222909,COc1ccc(C(F)(F)F)c[n+]1CCC[n+]1cc(C(F)(F)F)ccc1OC,,,,,PMID:24076173,2013,2013,1,0,0,0,5.44;4.98,5.21,5.21
FJZDLOMCEPUCII_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.176399,NC(=O)c1cc[n+](COC[n+]2ccccc2C=NO)cc1,,,,,PMID:3746817,1986,2018;2013;2018;2014;2017;2014;2018;2018;2012;2021;2021,1;1;0;0;0;0;0;0;0;0;0,0,0;0;0;1;1;1;1;1;1;1;1,0;0;1;0;0;0;0;0;0;0;0,4.27;4.18;4.6;4.57;4.82;4.03;4.05;4.16;4.3;4.53;4.22,4.339090909,4.27
FYXWOKCKADGGGY_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.8483,COc1ccc(NC(=O)Oc2ccc3c(c2)C2(C)CCN(C)C2N3C)cc1,,,,,PMID:2202827,1990,1990,1,0,0,0,6.64;6.46,6.55,6.55
GACMJPOWFKGZSQ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.305004,NC(=O)c1cc[n+](CCCC[n+]2cccc(NC(=O)C=NO)c2)cc1,,,,,PMID:27450532,2016,2016,0,0,1,0,4.91;4.45,4.68,4.68
GAPOASFZXBWUGS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.271201,C[Si](C)(C)c1cc(C(=O)C(F)(F)F)ccc1,,,,,PMID:26386602,2015,2015,1,0,0,0,7.03;6.54,6.785,6.785
GBAQAKAXZOOHGW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.363822,CCOc1ccc(Cc2nc3c(ccc(C(=O)N(CC)CC)c3)n2CCCCN2CCCCC2)cc1,,,,,PMID:29400965,2018,2018,1,0,0,0,4.22;4.2,4.21,4.21
GCPORJYZTJZXFH_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.45326;ChEMBL31.compound.177788;ChEMBL31.compound.177787;ChEMBL31.compound.45326,CC1=CC2Cc3c(c(NCCCCCCCNc4c5CCCCc5nc5cc(Cl)ccc45)c4ccc(Cl)cc4n3)C(C1)C2,,,,,PubChemAID:241507,2010,2012,1,0,0,0,8.4;7.94;8.69;8.4,8.3575,8.4
GDJCEVNDAZNLPF_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245618,O=c1c2c(ccc(OCCCN3CCCCC3)c2)nc2-c3c(cccc3)Cn21,,,,,PMID:25047936,2014,2014,1,0,0,0,6.84;6.85,6.845,6.845
GETGOQITIWUPAV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.112139;ChEMBL31.compound.112139;ChEMBL31.compound.198160,CCOC(O)=C1C(C)=Nc2c(c(N)c3CCCCc3n2)C1c1ccccc1,,,,,PMID:17181144,2006,2009;2008;2012,1,0,0,0,6.91;6.92;7.1,6.976666667,6.92
GHGXCYPXBDQVRC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.406425,S=C(NCc1ccccc1)NNc1c2CCCCc2nc2c1cccc2,,,,,PMID:30771604,2019,2019,0,0,0,1,6.92;6.6,6.76,6.76
GHSNUWWKAOQNSM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.402944,CN1c2c(cc(OC(=O)NCCCCCCN3CCCCC3)cc2)CN2CCc3c(cccc3)C21,,,,,PMID:31609115,2019,2019,1,0,0,0,5.91;5.92,5.915,5.915
GIGJIIJGHXYZQW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.271198,CCC(C)n1cc(C(=O)C(F)(F)F)cn1,,,,,PMID:26386602,2015,2015,1,0,0,0,8.05;8.19,8.12,8.12
GJNQPCWPXQPEOZ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.410528,CCOc1ccc(Cc2nc3c(ccc(C(=O)NCCSSCCNc4c5CCCCc5nc5ccccc45)c3)n2CCC(C)C)cc1,,,,,PMID:31609608,2019,2019,0,0,0,1,7.78;7.55,7.665,7.665
GJRMHIXYLGOZSE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.376471;ChEMBL31.compound.376470,COc1ccc2CN(C)CCC34CCC(O)CC3Oc1c24,,,,,PMID:26879857,2016,2017,1,0,0,0,4.7;4.24,4.47,4.47
GKOBEAWUMYEQIP_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.67349,COc1cc2c3ccn(C)c(C)c-3nc2cc1,,,,,PMID:16945529,2006,2006,1,0,0,0,6.1;6.12,6.11,6.11
GLDOLRYSYVVUNL_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222903,COc1c(F)c[n+](CCCCOc2ccc3c(C)cc(=O)oc3c2)cc1F,,,,,PMID:24076173,2013,2013,1,0,0,0,6.28;6.16,6.22,6.22
GMXBRECDYFCFAU_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.152924,c1ccc2c[n+](CCCCCCCC[n+]3cc4c(cccc4)cc3)ccc2c1,,,,,PMID:21236521,2011,2011,0,0,0,1,6.21;6.01,6.11,6.11
GNJKHYALKPAMDG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222916,COc1c(OC)cc2C[N+](C)(CCCCc3cccc(OC)[n+]3C)CCc2c1,,,,,PMID:24076173,2013,2013,1,0,0,0,5.28;5.26,5.27,5.27
GOMMYZHYQIZVPD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.237286,O=C(C=NO)Nc1c[n+](CCCCC[n+]2cccc(NC(=O)C=NO)c2)ccc1,,,,,PMID:24721830,2014,2014,0,0,1,0,4.71;4.52,4.615,4.615
GTXHCBHNKKMLRW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245660,Cc1ccc2oc(=O)c(C(=O)NCCCCCCCNc3c4CCCCc4nc4c3cccc4)cc2c1,,,,,PMID:25088549,2014,2014,0,0,0,1,7.18,7.18,7.18
GVEKMFDYSIPXNN_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.234908,O=C(C=NO)c1cnc(OCC2CCN(Cc3ccccc3)CC2)nc1,,,,,PMID:24630558,2014,2014,0,0,0,1,4.26,4.26,4.26
GVKKJJOMQCNPGB_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.188087,CC1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,,,,,PMID:23286284,2013,2013,0,0,0,1,5.19,5.19,5.19
GVQOVWDFVYXHFJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.226222,Nc1c2nc3CCCCc3c(NCCCCCCCCNc3c4CCCCc4nc4ccccc34)c2ccc1,,,,,PMID:24900626,2013,2013,0,0,0,1,9.64,9.64,9.64
GWSXEQILOPSURJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.398671,COc1c(OC)cc2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)oc2c1,,,,,PMID:30025348,2018,2018,0,0,0,1,7.41,7.41,7.41
GYHIIYHXQOHZPU_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.370499,CN1c2c(cccc2)C(N2CCSCC2)c2c1cccc2,,,,,PMID:28986116,2017,2017,0,0,0,1,5.43,5.43,5.43
GZFFGZKUMVGLEU_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.189694,CC(=O)c1c(NC(=O)c2ccc(OCCCC[n+]3ccc4ccccc4c3)cc2)cccc1,,,,,PMID:23041347,2012,2012,0,0,0,1,7.34,7.34,7.34
GZSKMCZMTCQYOP_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.305006,NC(=O)c1cc[n+](CC[n+]2cccc(NC(=O)C=NO)c2)cc1,,,,,PMID:27450532,2016,2016,0,0,1,0,5.64,5.64,5.64
HAFYMZVHLNXUIY_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.370500,CN1c2c(cccc2)C(n2cncn2)c2c1cccc2,,,,,PMID:28986116,2017,2017,0,0,0,1,5.48,5.48,5.48
HCOZRFYGIFMIEX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.303140,O=C(CCCCCCCCc1cc(O)c(O)cc1)c1c(O)cccc1O,,,,,PMID:27236720,2016,2016,0,0,0,1,5.23,5.23,5.23
HEGWZHATVPIKRD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.258511,Cc1c(C)c2c(CCC(C)(C(=O)NCCCCCCCCCCNc3c4CCCCc4nc4c3cccc4)O2)c(C)c1O,,,,,PMID:25656088,2015,2015,1,0,0,0,6.34,6.34,6.34
HGNLDJVZZAVQMR_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40921,COc1ccc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)ccc2c1,,,,,PMID:12182861,2002,2004,0,0,0,1,7.3,7.3,7.3
HHLHIZQJSGEGON_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.471291,CC1=CC2Cc3c(c(NCCCCCCNC(=O)C(N)Cc4c[nH]c5c4cccc5)c4ccc(Cl)cc4n3)C(C1)C2,,,,,PMID:33984470,2021,2021,0,0,0,1,7.64,7.64,7.64
HKNXJYVCBQHLBT_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.81558,O=C1C(=O)c2ccc([N+](=O)[O-])c3c([N+](=O)[O-])ccc1c23,,,,,PMID:17941623,2007,2007,0,0,0,1,6.04,6.04,6.04
HLRVNJVVXBHFTE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.45321,CC1=CC2Cc3c(c(NCCCCCCNc4c5CCCCc5nc5ccccc45)c4ccc(Cl)cc4n3)C(C1)C2,,,,,PubChemAID:241507,2010,2012,1,0,0,0,9.05,9.05,9.05
HRCGOCPNOZKBLM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.469190,COc1c(OC)cc2C(=O)C(CC3(F)CCN(Cc4ccccc4)CC3)Cc2c1,,,,,PMID:33570950,2021,2021,0,0,1,0,8.34,8.34,8.34
HRGZWMLUBWDBQP_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245659,COc1c(OC)cc2oc(=O)c(C(=O)NCCCCCCCNc3c4CCCCc4nc4c3cccc4)cc2c1,,,,,PMID:25088549,2014,2014,0,0,0,1,7.04,7.04,7.04
HSNCNCRRNWZNDA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.471281,Cc1ccc(S(=O)(=O)SCc2ccc(F)cc2)cc1,,,,,PMID:33979775,2021,2021,0,0,0,1,6.49,6.49,6.49
HSZDEPLXGLXHIX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.234905,N#CC(=NO)C(=O)NCCCNc1c2ccccc2nc2c1CCCC2,,,,,PMID:24630558,2014,2014,0,0,0,1,5.51,5.51,5.51
HTHMAPYWBARTFD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.398668,COc1c(OC)cc2c(=O)cc(C(=O)NCCCC3CCN(Cc4ccccc4)CC3)oc2c1,,,,,PMID:30025348,2018,2018,0,0,0,1,7.68,7.68,7.68
HTSMDVRAOTZYSQ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.271025,CC[N+]1(Cc2ccccc2[N+](=O)[O-])CCCCCn2c(C)cc(=O)n(CCCCC[N+](CC)(Cc3ccccc3[N+](=O)[O-])Cc3ccc(cc3)C1)c2=O,,,,,DOI:10.1039/C4MD00225C,2014,2014,0,0,0,1,7.3,7.3,7.3
HUDCDZLLNLJTEW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.98975,CC(C)(C)OC(=O)NC(Cc1c[nH]c2c1cccc2)C(=O)NCCNc1c2CCCCc2nc2ccccc12,,,,,PMID:18786825,2008,2008,0,0,0,1,6.89,6.89,6.89
HXSRAKGAZOSYEH_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.177054,COc1c(O)cc(C2Oc3c(C(=O)C2O)c(O)c(CC=C(C)CCC=C(C)C)c(O)c3)cc1,,,,,PMID:22445674,2012,2012,0,0,0,1,4.46,4.46,4.46
IAWFZVSZFNIINF_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.98976,NC(Cc1c[nH]c2ccccc12)C(=O)NCCNc1c2CCCCc2nc2ccccc12,,,,,PMID:18786825,2008,2008,0,0,0,1,6.55,6.55,6.55
IBSHITWLGHMGMC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.462897,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)c(Cl)c3)CC2)nc1-c1ccc(OC)c(OC)c1,,,,,PMID:33582578,2021,2021,0,0,0,1,8.1,8.1,8.1
ICEVKTXKGNOLEX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40915,COC(=O)c1ccc(C[n+]2ccc(CCC(=O)C3Cc4c(cc(OC)c(OC)c4)S3)cc2)cc1,,,,,PMID:15481986,2004,2004,0,0,0,1,6,6,6
ICOXUMINUFTAPM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.395635,NC(=O)c1cc[n+](CCC[n+]2cc(Cl)c(C=NO)cc2)cc1,,,,,PMID:30383374,2018,2018,0,0,0,1,4.38,4.38,4.38
IFILMVJXWCAHCS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245670,O=C(NCCCCCNc1c2CCCCc2nc2c1cccc2)c1cc2c(ccc(OC(F)(F)F)c2)oc1=O,,,,,PMID:25088549,2014,2014,0,0,0,1,7.12,7.12,7.12
IFJBHFDNYBNAFZ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.205515,COc1ccc(C=NNC(=O)CN2CCC(Cc3ccccc3)CC2)cc1,,,,,PMID:23273219,2013,2013,0,0,0,1,4.71,4.71,4.71
IHHDULBFZKMDGI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.98968,CNC(Cc1ccccc1)C(=O)NCC(=O)Nc1c2CCCCc2nc2ccccc12,,,,,PMID:18786825,2008,2008,0,0,0,1,5.2,5.2,5.2
IIVMDNBMVDWDCL_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.100549,COc1c(OC)cc2C(=O)C(=Cc3ccc(CN4CCCCC4)cc3)Cc2c1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,7.02,7.02,7.02
IKMDFBPHZNJCSN_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.557,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2c1c(O)cc(O)c2,,,,,PMID:19879672,2010,2010,0,0,0,1,4.42,4.42,4.42
IOMCDXVULWOIFV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200717,O=[N+]([O-])c1ccc(OCC(O)CN2CCCN(c3nc4c(cc(Cl)cc4)s3)CC2)cc1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,6.58,6.58,6.58
IPRXAOUPTQBXDF_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.192895,COc1c(OC)cc2c(c1)CCN(CCCCc1c(O)c(C=NO)ncc1)C2c1ccccc1,,,,,PMID:23148598,2012,2012,0,0,1,0,4.41,4.41,4.41
IQPNAANSBPBGFQ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.71,O=c1cc(-c2cc(O)c(O)cc2)oc2c1c(O)cc(O)c2,,,,,PMID:19879672,2010,2010,0,0,0,1,4.18,4.18,4.18
IRUIAPYBTRKITC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.456141,COc1ccc2cc3-c4c(cc5OCOc5c4)CC[n+]3cc2c1OCc1ccc(C(F)(F)F)cc1,,,,,PMID:32688201,2020,2020,0,0,0,1,9.34,9.34,9.34
IWMNPLRLJRDNCG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.398658,Nc1ccc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,,,,,PMID:30025348,2018,2018,0,0,0,1,7.21,7.21,7.21
IYRMWMYZSQPJKC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.19763,O=c1c(O)c(-c2ccc(O)cc2)oc2c1c(O)cc(O)c2,,,,,PMID:19879672,2010,2010,0,0,0,1,4.03,4.03,4.03
IZMSMYAPBBZFQP_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.177056,COc1c(O)cc(C2Oc3c(C(=O)C2O)c(O)c(CC=C(C)CCC=C(C)C)c(O)c3)cc1O,,,,,PMID:22445674,2012,2012,0,0,0,1,4.77,4.77,4.77
JATSNZSQYDITNU_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.303077,COc1cc(CN2CCC(C=C3Cc4c(ccc(OC)c4)C3=O)CC2)ccc1,,,,,PMID:27190595,2016,2016,0,0,0,1,6.26,6.26,6.26
