Activity_ID,Quality,source,CID,SMILES,,,,,doc_id,Year,all_years,type_IC50,type_EC50,type_KD,type_Ki,pchembl_value,pchembl_value_Mean,pchembl_value_Median
LDYDATCPOVVXJZ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.266301,O=C(C[n+]1ccc(C=NO)cc1)Nc1nccs1,,,,,PMID:26043948,2015,2015,0,0,1,0,4.2;4.52;4.81,4.51,4.52
LGFCDTQURPWLFF_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222917,COc1cccc(CCCCCCCCc2cccc(OC)[n+]2C)[n+]1C,,,,,PMID:24076173,2013,2013,1,0,0,0,6.75;6.72,6.735,6.735
LHXOCOHMBFOVJS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.30892,C#CCNC1CCc2c1cc(OC(=O)N(C)CC)cc2,,,,,PMID:12431053,2002,2020;2019,1,0,0,0,4.5;4.28,4.39,4.39
LIWDLWCNFNPFFD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222918,COc1cccc(CCCCCCCc2[n+](C)c(OC)ccc2)[n+]1C,,,,,PMID:24076173,2013,2013,1,0,0,0,6.92;6.92,6.92,6.92
LIZYKHYLXJGMFT_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.251624;ChEMBL31.compound.251623,CC(c1ccc2c(c1)oc(=O)c1c2cccc1)N(C)C,,,,,PMID:25189690,2014,2014,1,0,0,0,4.96;5.1,5.03,5.03
LJASCSHXLYLOCF_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.292194,c1ccc2oc(CNCCCCCCCNc3c4CCCCc4nc4c3cccc4)cc2c1,,,,,PMID:26632651,2016,2016,0,0,0,1,8.98;9.14,9.06,9.06
LJYGXPCCGGSATE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.192899,ON=Cc1cc[n+](CCC[n+]2ccc(C=NO)cc2)cc1,,,,,PMID:21215642,2011,2014;2014;2014;2012,0,0,1,0,4.32;5.28;4.1;4.21,4.4775,4.265
LLEJIEBFSOEYIV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.109135,COc1ccc2c(c1OC)c[n+](C)c1c2ccc2c1cc1OCOc1c2,,,,,PMID:23062825,2012,2020;2012;2012;2012,1;1;0;0,0,0,0;0;1;1,5.84;5.81;5.95;6.5,6.025,5.895
LLURUTUUFOOXON_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.112138,CCOC(O)=C1C(C)=Nc2c(c(N)c3CCCCc3n2)C1c1ccc(F)cc1,,,,,PMID:17181144,2006,2009;2008,1,0,0,0,6.71;6.72,6.715,6.715
LOORPFCOFWORAX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.266298,Cc1ccc(-c2csc(NC(=O)C[n+]3ccc(C=NO)cc3)n2)cc1,,,,,PMID:26043948,2015,2015,0,0,1,0,4.3;4.17;4.24,4.236666667,4.24
LXTKNVLLWOLCOV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.55162;ChEMBL31.compound.55163;ChEMBL31.compound.33689,CNC(=O)Oc1ccc2c(c1)C1(C)CCOC1N2C,,,,,PMID:15715468,2005,2006;2006;2005,1,0,0,0,7.25;7.57;7.57,7.463333333,7.57
LXUNVISZTGHADK_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.184886,CN(CCCN1CCN(CCNc2c3CCCCc3nc3ccccc23)CC1)C1CCCCC1,,,,,PMID:22818849,2012,2012,0,0,0,1,7.32;7.99,7.655,7.655
MAZPMOOWHCJJOW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.355486,COc1c(OCCCCCCN2CCCCC2)ccc(C=CC(=O)Nc2ccccc2)c1,,,,,PMID:27951489,2017,2017,0,0,0,1,6.04;6.32,6.18,6.18
MBXWWOQMVCKTJD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.409128,COc1cc(NCc2ccc(Oc3c(Cl)cccc3N)cc2)cc(OC)c1OC,,,,,PMID:31288978,2019,2019,0,0,0,1,6.06,6.06,6.06
MDZMZBMFJIRMKC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.100542,CCN(CC)Cc1cc(CC2Cc3c(cc(OC)c(OC)c3)C2=O)ccc1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,7.66,7.66,7.66
MEVSAYXXKMDGIW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200733,CCN(CC)Cc1ccc(OC2Cc3c(cc(OC)c(OC)c3)C2=O)cc1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,5.87,5.87,5.87
MGRJGBMUVSCADJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40919,C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3OCOc3c2)CC1,,,,,PMID:12182861,2002,2004,0,0,0,1,7.38,7.38,7.38
MIPWRXSZLNVAKQ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245615,CCN(CC)CCCOc1ccc2nc3-c4c(cccc4)Cn3c(=O)c2c1,,,,,PMID:25047936,2014,2014,1,0,0,0,6.7,6.7,6.7
MKTGQOMRSQXJEL_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40897,COc1c(OC)cc2sc(C(=O)CC3CCCC[N+](C)(Cc4ccccc4)CC3)cc2c1,,,,,PMID:15481986,2004,2004,0,0,0,1,6.96,6.96,6.96
MLMBMROIKCDDBW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40893,COc1c(OC)cc2sc(C(=O)C3CCC[N+](C)(Cc4ccccc4)CC3)cc2c1,,,,,PMID:15481986,2004,2004,0,0,0,1,8.1,8.1,8.1
MMBIDJYHISXNSU_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.410396,NS(=O)(=O)c1ccc(C(=O)n2[nH]c(=O)c3c(cccc3F)c2=O)cc1,,,,,PMID:31401008,2019,2019,0,0,0,1,7.22,7.22,7.22
MSEQEZLALUOVQP_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.395638,NC(=O)c1cc[n+](CCC[n+]2cc(Cl)c(C=NO)c(Cl)c2)cc1,,,,,PMID:30383374,2018,2018,0,0,0,1,4.68,4.68,4.68
MSSPORQJPKFFRA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.100560,CCN(C)Cc1ccc(C=C2Cc3c(cc(OC)c(OC)c3)C2=O)cc1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,6.04,6.04,6.04
MTCMTKNMZCPKLX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40929,O=C1Cc2c(cc3onc(CCC4CCN(Cc5ccccc5)CC4)c3c2)N1,,,,,PMID:7636841,1995,2004,0,0,0,1,9.48,9.48,9.48
MUOLZTFDKQBWFE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.201546,O=[N+]([O-])c1cccc(C2CC(c3c4ccccc4cc4ccccc34)=NN2)c1,,,,,PMID:23276831,2013,2013,0,0,0,1,7.69,7.69,7.69
MWKUYSVHHMBCJK_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40905,COc1c(OC)cc2sc(C(=O)C3CCC[N+](C)(CC(=O)OC(C)(C)C)CC3)cc2c1,,,,,PMID:15481986,2004,2004,0,0,0,1,7.1,7.1,7.1
NAOZAHRAUOKLTI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40934,COC(=O)C[N+]1(C)CCC(CCC(=O)C2Cc3c(cc(OC)c(OC)c3)S2)CC1,,,,,PMID:15481986,2004,2004,0,0,0,1,7.27,7.27,7.27
NDDYCWJCTGXGIS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.415663,Cc1ccc2oc(-c3ccc(OCCCCCCN4CCCCC4)cc3)cc(=O)c2c1,,,,,PMID:31669851,2020,2020,0,0,0,1,6.89,6.89,6.89
NFWZCWJFWPWUFN_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.70713,O=C(Cc1c[nH]c2ccccc12)NCCCCCCCNc1c2CCCCc2nc2cc(Cl)ccc12,,,,,PMID:16279781,2005,2005,0,0,0,1,10.82,10.82,10.82
NHEKQZLGKSZIOS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200730,COc1c(OC)cc2C(=O)C(Oc3ccc(C(C)N4CCCC4)cc3)Cc2c1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,6.39,6.39,6.39
NHKALDYCLFCPIU_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.36107,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCCC3)cc1)C2,,,,,PMID:22019465,2011,2013,0,0,0,1,6.59,6.59,6.59
NIYBNENPLJFRIF_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.198179,CCOC(=O)C1=C(C)Oc2c(c(N)c3CCCCCc3n2)C1c1cc(OC)c(OC)cc1,,,,,DOI:10.1007/s00044-010-9516-x,2012,2012,1,0,0,0,4.48,4.48,4.48
NJAVHSORYSVNBM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200704,O=c1c(Cl)c(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)cnn1-c1c(Cl)cc(C(F)(F)F)cc1Cl,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,5.54,5.54,5.54
NJJAMEFAQAHPGC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.363823,CCOc1ccc(Cc2nc3c(ccc(C(=O)N(CC)CC)c3)n2CCCCCCN2CCCCC2)cc1,,,,,PMID:29400965,2018,2018,1,0,0,0,4.7,4.7,4.7
NNBUDCTZXKSTRQ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40901,COc1c(OC)cc2sc(C3=CC[N+](C)(Cc4ccccc4)CC3)cc2c1,,,,,PMID:15481986,2004,2004,0,0,0,1,5.57,5.57,5.57
NNTFCTBZVUVGPR_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200710,Cc1c(C(=O)NC2CCN(Cc3ccccc3)CC2)scc1S(=O)(=O)c1ccc(Cl)cc1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,7.67,7.67,7.67
NPZKLBFCTYVTBS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40887,c1ccc(CN2CCC(CCc3c4ccccc4n[nH]3)CC2)cc1,,,,,PMID:8064800,1994,2004,0,0,0,1,6.92,6.92,6.92
NRSCUZWEMZYPRV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.188768,CCCCCCCNC(=O)Oc1ccc2c(c1)CN1CCc3c(cccc3)C1N2C,,,,,PMID:31609115,2019,2019,1,0,0,0,5.42,5.42,5.42
NTWUGWNPVACDLR_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.298295,COc1ccc2CCC(NC(=O)N(C)C)Cc2c1,,,,,PMID:27068142,2016,2016,0,0,0,1,8.97,8.97,8.97
NUMFIFAWUVMOKJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.35973,COc1cc2c(cc1OC)C(=O)C(Oc1cc(CN3CCCC3)ccc1)C2,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,6.3,6.3,6.3
NVGLCVYUUUOXNA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.192902,COc1c(OC)cc2c(c1)CCN(CCOCCCc1ccc(O)c(C=NO)n1)C2c1ccccc1,,,,,PMID:23148598,2012,2012,0,0,1,0,5.4,5.4,5.4
NVUGDYFHDGXOKY_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40936,COCC[n+]1ccc(CCC(=O)C2Cc3c(cc(OC)c(OC)c3)S2)cc1,,,,,PMID:15481986,2004,2004,0,0,0,1,7.52,7.52,7.52
OBFMYCZUKGNJGW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200720,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCN(C)CC3)cc1)C2,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,7.16,7.16,7.16
OCXWMIZAVHITQO_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40881,NC(=O)c1cc2c(cc1)c(CCC1CCN(Cc3ccccc3)CC1)no2,,,,,PMID:8064800,1994,2004,0,0,0,1,8.06,8.06,8.06
OEDAMXCGASJANJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.22619,CC(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,,,,,PMID:8064800,1994,2004,0,0,0,1,8.55,8.55,8.55
OFQUUTKEKIIUJE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40931,COc1cc2c(cc1OC)SC(C(=O)CC1(O)CC[N+](C)(Cc3ccccc3)CC1)C2,,,,,PMID:15481986,2004,2004,0,0,0,1,7.05,7.05,7.05
OGTUYARYUMRJAT_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.69554,O=C1C(=O)N(Cc2ccc(Cc3ccc(CN4C(=O)C(=O)c5ccccc54)cc3)cc2)c2c1cccc2,,,,,PMID:17378546,2007,2007,0,0,0,1,5.48,5.48,5.48
OICRNZHKHYSUOP_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40891,O=C1Cc2c(ccc3c2onc3CCC2CCN(Cc3ccccc3)CC2)N1,,,,,PMID:7636841,1995,2004,0,0,0,1,8.44,8.44,8.44
ONXNRNIGCHXJJM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.398659,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2c(ccc([N+](=O)[O-])c2)o1,,,,,PMID:30025348,2018,2018,0,0,0,1,7.92,7.92,7.92
OPJMUCWJTABMGQ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.377801,O=C1CCC2(C=CNC3=C2C2=NCCc4c[nH]c(c24)C3=O)C=C1Br,,,,,PMID:28505534,2017,2017,0,0,0,1,4.25,4.25,4.25
OQDJCMHCDIHYKT_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40923,Cc1cc(C(=O)CCC2CC[N+](C)(Cc3ccccc3)CC2)nn1-c1ccccc1,,,,,PMID:12182861,2002,2004,0,0,0,1,7.66,7.66,7.66
OQUDAZIWXWUCRZ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.471289,Cc1ccc(S(=O)(=O)SCc2ccc(C(C)(C)C)cc2)cc1,,,,,PMID:33979775,2021,2021,0,0,0,1,6.8,6.8,6.8
OSBMBUVYRFZYLM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.371132,O=C(CCC(NC(=O)c1c[nH]c2ccccc12)C(=O)O)NCCC1CCN(Cc2ccccc2)CC1,,,,,PMID:28242552,2017,2017,1,0,0,0,5.19,5.19,5.19
OSHWRYVCOZUYMD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.471284,Cc1ccc(S(=O)(=O)SCc2ccc(C#N)cc2)cc1,,,,,PMID:33979775,2021,2021,0,0,0,1,6.78,6.78,6.78
OUAQDAJKPZIRBK_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.98973,CC(C)(C)OC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCC(=O)Nc1c2CCCCc2nc2ccccc12,,,,,PMID:18786825,2008,2008,0,0,0,1,5.1,5.1,5.1
OWUVUIASZIGUEV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.370490,CCN(CC)c1ccc(-c2c3ccccc3[n+](C)c3ccccc23)cc1,,,,,PMID:28986116,2017,2017,0,0,0,1,4.88,4.88,4.88
OXCFQBATIXKIPU_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40883,c1ccc(CN2CCC(COc3noc4ccccc34)CC2)cc1,,,,,PMID:8064800,1994,2004,0,0,0,1,5.59,5.59,5.59
OZAWXAOXPMUIGP_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.398669,O=C(NCCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2c(ccc(O)c2)o1,,,,,PMID:30025348,2018,2018,0,0,0,1,7.96,7.96,7.96
OZLPUNFFCJDMJD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.81592,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,,,,,PMID:18479118,2008,2008,0,0,0,1,4.43,4.43,4.43
OZVRHFWGWWQRTO_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40907,COc1c(OC)cc2sc(C(=O)C3CCC[N+](C)(CC#N)CC3)cc2c1,,,,,PMID:15481986,2004,2004,0,0,0,1,6,6,6
PBMKYXADBLYWBA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.303074,COc1c2C(=O)C(=CC3CCN(Cc4ccccc4)CC3)Cc2ccc1,,,,,PMID:27190595,2016,2016,0,0,0,1,5.74,5.74,5.74
PCYHMPUHDXUXAI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.189693,CC(=O)c1ccccc1NC(=O)c1ccc(OCCCCC[n+]2ccc3ccccc3c2)cc1,,,,,PMID:23041347,2012,2012,0,0,0,1,7.35,7.35,7.35
PDCFAKLOGXIFJN_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.395640,NC(=O)c1cc[n+](CC=CC[n+]2cc(Cl)c(C=NO)c(Cl)c2)cc1,,,,,PMID:30383374,2018,2018,0,0,0,1,4.66,4.66,4.66
PFFIGJRGVPXHLW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200732,CCN(CC)C(C)c1ccc(OC2Cc3c(cc(OC)c(OC)c3)C2=O)cc1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,5.88,5.88,5.88
PFYRGBJRPBPVMS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245606,O=c1c2c(ccc(OCCCN3CCCCC3)c2)nc2-c3c(cccc3)CCCn21,,,,,PMID:25047936,2014,2014,1,0,0,0,6.27,6.27,6.27
PHYFKUVLMXFFMA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.471283,Cc1ccc(S(=O)(=O)SCc2ccc([N+](=O)[O-])cc2)cc1,,,,,PMID:33979775,2021,2021,0,0,0,1,6.6,6.6,6.6
PIJDCHBRSITJLS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.303071,O=C1C(=CC2CCN(Cc3ccccc3)CC2)Cc2c1ccc(O)c2,,,,,PMID:27190595,2016,2016,0,0,0,1,5.7,5.7,5.7
PJYMLMVYIDERGB_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.189690,CC(=O)c1c(NC(=O)c2ccc(OCCCCC[n+]3ccccc3)cc2)cccc1,,,,,PMID:23041347,2012,2012,0,0,0,1,7.09,7.09,7.09
PMVWXOVLDYBXSN_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40884,c1ccc(CN2CCC(CNc3noc4c3cccc4)CC2)cc1,,,,,PMID:8064800,1994,2004,0,0,0,1,6.49,6.49,6.49
PNPNALAFJBTBHH_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200705,O=C(CC1SC(Nc2ccc(C3CCCCC3)cc2)=NC1=O)Nc1ccc(OC(F)(F)F)cc1,,,,,PMID:20053484,2010,2013,0,0,0,1,6.05,6.05,6.05
PNVKWWHBNADAIC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40892,COc1c(OC)cc2C(=O)C(C3CC[N+](C)(Cc4ccccc4)CC3)=Cc2c1,,,,,PMID:15481986,2004,2004,0,0,0,1,6.6,6.6,6.6
PPMPPMKWHZDSNI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40926,Oc1cc2c(cc1)c(CCC1CCN(Cc3ccccc3)CC1)no2,,,,,PMID:8064800,1994,2004,0,0,0,1,7.59,7.59,7.59
PPRVWSJTHRIDNG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.98978,NC(CCC(=O)NCCNc1c2CCCCc2nc2ccccc12)C(=O)NCCNc1c2CCCCc2nc2ccccc12,,,,,PMID:18786825,2008,2008,0,0,0,1,8.21,8.21,8.21
PQPVKXRLPIVPOL_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.100554,COc1c(OC)cc2C(=O)C(=Cc3cccc(CN4CCCC4)c3)Cc2c1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,6.9,6.9,6.9
PVVPGZPDJJVPBD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.189689,CC(=O)c1c(NC(=O)c2ccc(OCCCCCC[n+]3ccccc3)cc2)cccc1,,,,,PMID:23041347,2012,2012,0,0,0,1,7.33,7.33,7.33
PZRWNXAFVGCYDT_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.100541,CCN(CC)Cc1ccc(CC2Cc3c(cc(OC)c(OC)c3)C2=O)cc1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,5.98,5.98,5.98
QCQKNGOPTIWUSF_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.234903,O=C(C=NO)NCCCNc1c2ccccc2nc2c1CCCC2,,,,,PMID:24630558,2014,2014,0,0,0,1,5.21,5.21,5.21
QCVWUHNHTIUUTC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200706,CSc1cccc(NC2=NC(=O)C(CC(=O)Nc3cc(F)c(F)cc3)S2)c1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,6.89,6.89,6.89
QEPADCWYAPMDGA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.471288,Cc1ccc(S(=O)(=O)SCc2ccc(C(C)C)cc2)cc1,,,,,PMID:33979775,2021,2021,0,0,0,1,7.59,7.59,7.59
QFDAPLRSMFECOI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.447507,CCn1cc(CNCc2c[nH]nc2-c2ccc(-c3ccccc3)cc2)cn1,,,,,PMID:32738978,2020,2020,0,0,1,0,5.85,5.85,5.85
QGNFPYTXEYXYEC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200552,COc1c(CC=C(C)CCC=C(C)C)cc(-c2cc(=O)c3c(cc(O)cc3O)o2)c(O)c1,,,,,DOI:10.1007/s00044-012-0353-y,2013,2013,0,0,0,1,5.51,5.51,5.51
QHFYYEJDRXOQFB_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.410398,NS(=O)(=O)c1ccc(C(=O)n2[nH]c(=O)c3c(cccc3[N+](=O)[O-])c2=O)cc1,,,,,PMID:31401008,2019,2019,0,0,0,1,7.22,7.22,7.22
QHMDDZOOLIQIDD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.471286,Cc1ccc(S(=O)(=O)SCc2ccc(OC(F)(F)F)cc2)cc1,,,,,PMID:33979775,2021,2021,0,0,0,1,6.7,6.7,6.7
QJHWFMNMXCDMAQ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.264847,COc1c(C(C)NS(N)(=O)=O)cccc1,,,,,PMID:25921269,2015,2015,0,0,0,1,10.42,10.42,10.42
QJWINFIMUCWAJE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.201550,c1ccc(C2CC(c3c4ccccc4cc4ccccc34)=NN2)cc1,,,,,PMID:23276831,2013,2013,0,0,0,1,7.52,7.52,7.52
QPMZSAYBBBHOOQ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40928,C=[N+]1N=C(CCC2CCN(Cc3ccccc3)CC2)c2c1cccc2,,,,,PMID:15481986,2004,2004,0,0,0,1,6.47,6.47,6.47
QSJQKFPGHYDDTM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.133025,CCN(CC)CCNC(=O)N1c2c(cccc2)Sc2c1cccc2,,,,,PMID:20181484,2010,2010,0,0,0,1,4.79,4.79,4.79
QSMQIDSXAKBFRV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.298300,CN(C)S(=O)(=O)NC1CCc2c(cccc2O)C1,,,,,PMID:27068142,2016,2016,0,0,0,1,8.87,8.87,8.87
QTJIWFKUPQRREG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245664,O=C(NCCCCCCNc1c2CCCCc2nc2c1cccc2)c1cc2c(ccc(OC(F)(F)F)c2)oc1=O,,,,,PMID:25088549,2014,2014,0,0,0,1,7.22,7.22,7.22
QTQLBIWUKYHKCU_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.369460,COc1cc(C=NO)c(O)c(CN2CCC(CN3CCc4c(cc(OC)c(OC)c4)C3)CC2)c1,,,,,PMID:28684009,2017,2017,0,0,1,0,4.29,4.29,4.29
QUDPFNRHCIUVKC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200707,O=C(Nc1ccc(OC(F)(F)F)cc1)OC1CN(C(c2ccccc2)c2ccccc2)C1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,7.64,7.64,7.64
QUHKAFSPMKOOBV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40192,Nc1c2CCCOc2nc2c1cccn2,,,,,DOI:10.1016/S0960-894X(00)80267-X,1991,2004,1,0,0,0,5.2,5.2,5.2
QWNIAMHRNCGDAT_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.150714,CC(C)(C)c1cc[n+](C=C2C=C3CC(=C[n+]4ccc(C(C)(C)C)cc4)C=CC3=CC2)cc1,,,,,PMID:21144749,2011,2011,0,0,0,1,7,7,7
RANOFWRVYDDHPM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40898,COc1c(OC)cc2sc(C(=O)C3CC[N+](C)(Cc4ccccc4)CCC3OC)cc2c1,,,,,PMID:15481986,2004,2004,0,0,0,1,6.92,6.92,6.92
REFJWTPEDVJJIY_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.934,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c1c(O)cc(O)c2,,,,,PMID:19879672,2010,2010,0,0,0,1,4.42,4.42,4.42
RHJZVHBZRMYJOI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200736,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(C)N(C)C)cc1)C2,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,6.26,6.26,6.26
RHKFYLMTJHZFRB_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.464734,COc1c(OC)cc2C(=O)C(=Cc3ccc(N4CC[N+](C)(Cc5ccccc5)CC4)cc3)Cc2c1,,,,,PMID:32088494,2020,2020,0,0,0,1,6.3,6.3,6.3
RLLGGQDQUFVCQL_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.454573,FC(F)(F)Oc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,,,,,PMID:33007563,2020,2020,0,0,0,1,7.64,7.64,7.64
RLSKFCOIMMXSLS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.303070,O=C1C(=CC2CCN(Cc3ccccc3)CC2)Cc2c1c(O)ccc2,,,,,PMID:27190595,2016,2016,0,0,0,1,6.45,6.45,6.45
RMGYGPYRGJIRPW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.100546,COc1c(OC)cc2C(=O)C(Cc3ccc(CN(C)C)cc3)Cc2c1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,6.79,6.79,6.79
MBYLQCWDOYEQRA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.55170;ChEMBL31.compound.55169;ChEMBL31.compound.33707,Cc1c(NC(=O)Oc2ccc3OC4CC(C)(CO4)c3c2)cccc1,,,,,PMID:15715468,2005,2006;2006;2005,1,0,0,0,7.42;7.01;7.25,7.226666667,7.25
