SMILES,Is_Inhibitor,AD_Distance,Inside_AD
CN(CCCN1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)c1ccccc1,True,0.8041237113402062,True
COP1(=O)OCC2COC(=O)C2=C(C)O1,True,0.5882352941176471,True
COc1cc2c(cc1OC)C[N+](C)(CCCCCCCc1cccc(OC)[n+]1C)CC2,True,0.8117647058823529,True
CCC(CC)n1cc(C(=O)C(F)F)cn1,True,0.6923076923076923,True
COc1cc(-c2cc3c(c(=O)o2)CC2(O)C(C)(CCC4(O)C(C)(C)C=CC(=O)C42C)O3)cc(OC)c1OC,True,0.6914893617021277,True
c1ccc(CN2CCC(CCc3noc4ccccc34)CC2)cc1,True,0.7536231884057971,True
COc1cccc(CCCCCCc2cccc(OC)[n+]2C)[n+]1C,True,0.7555555555555555,True
O=C(CCCCC1CCSS1)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,True,0.7663551401869159,True
CCCC(C)n1cc(C(=O)C(F)(F)F)cn1,True,0.6226415094339622,True
CCCC(C)n1cc(C(=O)C(F)F)cn1,True,0.7090909090909091,True
Nc1c2c(nc3c1C(c1cccc(Br)c1)NC(=S)N3)CCCC2,True,0.7375,True
COc1cc2c(cc1OC)C(=O)C(CC1(F)CCN(Cc3cc(F)c(F)cc3F)CC1)C2,True,0.7176470588235294,True
O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccc(C(F)(F)F)cc1Cl,True,0.6986301369863014,True
NS(=O)(=O)c1ccc(C(=O)n2[nH]c(=O)c3ccc(C(=O)O)cc3c2=O)cc1,True,0.6515151515151515,True
CC(=O)Oc1ccccc1C(=O)O,False,0.851063829787234,False
CC(C)Cc1ccc(cc1)C(C)C(=O)O,False,0.8518518518518519,False
CC(=O)Nc1ccc(O)cc1,False,0.8461538461538461,False
COc1ccc2cc(ccc2c1)C(C)C(=O)O,False,0.8518518518518519,False
O=C(O)Cc1ccccc1Nc2c(Cl)cccc2Cl,False,0.8428571428571429,False
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,False,0.8596491228070176,False
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,False,0.8153846153846154,True
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3,False,0.8493150684931506,False
CCOc1ccc(NC(C)=O)cc1,False,0.8382352941176471,False
O=C(O)c1ccccc1O,False,0.8837209302325582,False
[H]O[H],False,0.9814814814814815,False
CCO,False,0.925,False
CO,False,0.92,False
CC(C)O,False,0.925,False
CC(=O)C,False,0.875,False
CCOC(C)=O,False,0.8703703703703703,False
CS(C)=O,False,0.9285714285714286,False
Cc1ccccc1,False,0.8918918918918919,False
CCCCCC,False,0.9375,False
ClC(Cl)Cl,False,0.9629629629629629,False
NCC(=O)O,False,0.8913043478260869,False
CC(N)C(=O)O,False,0.8863636363636364,False
CC(C)C(N)C(=O)O,False,0.8775510204081632,False
CC(C)CC(N)C(=O)O,False,0.8775510204081632,False
CCC(C)C(N)C(=O)O,False,0.8653846153846154,False
OCC(N)C(=O)O,False,0.8723404255319149,False
CC(O)C(N)C(=O)O,False,0.8723404255319149,False
SCC(N)C(=O)O,False,0.8958333333333334,False
CSCCC(N)C(=O)O,False,0.8846153846153846,False
O=C(O)C1CCCN1,False,0.9019607843137255,False
NC(Cc1ccccc1)C(=O)O,False,0.8571428571428571,False
NC(Cc1ccc(O)cc1)C(=O)O,False,0.8620689655172413,False
NC(Cc1c[nH]c2ccccc12)C(=O)O,False,0.8589743589743589,False
NC(CC(=O)O)C(=O)O,False,0.8823529411764706,False
NC(CCC(=O)O)C(=O)O,False,0.8867924528301887,False
NC(CC(N)=O)C(=O)O,False,0.8846153846153846,False
NC(CCC(N)=O)C(=O)O,False,0.8823529411764706,False
NC(Cc1c[nH]cn1)C(=O)O,False,0.8596491228070176,False
NCCCCC(N)C(=O)O,False,0.8909090909090909,False
NC(N)=NCCCC(N)C(=O)O,False,0.8793103448275862,False
C(C1C(C(C(C(O1)O)O)O)O)O,False,0.921875,False
C(C1C(C(C(O1)(CO)O)O)O)O,False,0.8985507246376812,False
C1C(C(C(C(O1)O)O)O)O,False,0.9047619047619048,False
C1C(C(C(C(O1)O)O)O)O,False,0.9047619047619048,False
C(C1C(C(C(C(O1)O)O)O)O)O,False,0.921875,False
OCC(O)CO,False,0.9302325581395349,False
OCC(O)C(O)C(O)C(O)CO,False,0.9333333333333333,False
OCC(O)C(O)C(O)CO,False,0.9333333333333333,False
OCC(O)C(O)CO,False,0.9302325581395349,False
OCC(O)C(O)C(O)C(O)CO,False,0.9333333333333333,False
OCC(O)C1OC(=O)C(O)=C1O,False,0.8860759493670886,False
O=C(O)c1cccnc1,False,0.8444444444444444,False
NC(=O)c1cccnc1,False,0.8478260869565217,False
CC(C)(CO)C(O)C(=O)NCCC(=O)O,False,0.8620689655172413,False
Cc1ncc(CO)c(CO)c1O,False,0.8793103448275862,False
C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2,False,0.8831168831168831,False
CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C3=NC(=O)NC(=O)C3=N2,False,0.863013698630137,False
CC1=CC(=O)c2ccccc2C1=O,False,0.8695652173913043,False
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,False,0.8837209302325582,False
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,False,0.8676470588235294,False
OC(=O)CC(O)(C(=O)O)CC(=O)O,False,0.8723404255319149,False
