CV2,Raw_Free_Energy,Smoothed_Free_Energy
1.802214870793795498e+01,1.064341840075476675e+01,1.065237592542877820e+01
1.811679813643186776e+01,1.062536633116829421e+01,1.064876882554521131e+01
1.821144756492578054e+01,1.059057943099649357e+01,1.062991034936104739e+01
1.830609699341969332e+01,1.058499316737343321e+01,1.059538834495689308e+01
1.840074642191360610e+01,1.056554874129006727e+01,1.055016981518782337e+01
1.849539585040751888e+01,1.053608247017523958e+01,1.049419867525107719e+01
1.859004527890143521e+01,1.048527443874716347e+01,1.042884043765438484e+01
1.868469470739534799e+01,1.040097544603147739e+01,1.036060691496779818e+01
1.877934413588926077e+01,1.029206132921919092e+01,1.029491434313490927e+01
1.887399356438317355e+01,1.018463724795850034e+01,1.023424373426002276e+01
1.896864299287708633e+01,1.010490802746593886e+01,1.017801059889600879e+01
1.906329242137099911e+01,1.007476368770664088e+01,1.013049323272379354e+01
1.915794184986491544e+01,1.008245417252380705e+01,1.009212259812513324e+01
1.925259127835882822e+01,1.010141369490249019e+01,1.006453994926526541e+01
1.934724070685274100e+01,1.010504691479964912e+01,1.004965483409437255e+01
1.944189013534665378e+01,1.008239523625388046e+01,1.004746024689886141e+01
1.953653956384056656e+01,1.005623861694884624e+01,1.005571370697945355e+01
1.963118899233447934e+01,1.003599298783414362e+01,1.006929418159406175e+01
1.972583842082839212e+01,1.003060127409991686e+01,1.008213404146331804e+01
1.982048784932230845e+01,1.005244107757936334e+01,1.009261915588880143e+01
1.991513727781622123e+01,1.009945782720515339e+01,1.010269679176394675e+01
2.000978670631013401e+01,1.015041294228150726e+01,1.011303180668511814e+01
2.010443613480404679e+01,1.017884588395773804e+01,1.012109482886496536e+01
2.019908556329796312e+01,1.016552458177124407e+01,1.012051908713934800e+01
2.029373499179187590e+01,1.012636260867401106e+01,1.011580247465733962e+01
2.038838442028578868e+01,1.009400623002850850e+01,1.010213070705904315e+01
2.048303384877970146e+01,1.007540240539530352e+01,1.008289065004811391e+01
2.057768327727361424e+01,1.005647164148815342e+01,1.006556364240514512e+01
2.067233270576752702e+01,1.004274984529295978e+01,1.005973735202674391e+01
2.076698213426144335e+01,1.004735496583121623e+01,1.007164427990252342e+01
2.086163156275535613e+01,1.010591505684317504e+01,1.010443057814105572e+01
2.095628099124926891e+01,1.012539187687017339e+01,1.015683879628102382e+01
2.105093041974318169e+01,1.020937700679137805e+01,1.022692668944395322e+01
2.114557984823709447e+01,1.031357732673282612e+01,1.031356213348741946e+01
2.124022927673100725e+01,1.042393697642243033e+01,1.041540271080393865e+01
2.133487870522492003e+01,1.052734405859778910e+01,1.052762718600940950e+01
2.142952813371883636e+01,1.063996372271633462e+01,1.064386750332422338e+01
2.152417756221274914e+01,1.075835531023337666e+01,1.075884784282988171e+01
2.161882699070666192e+01,1.087953957564137042e+01,1.087252214444023579e+01
2.171347641920057470e+01,1.098972551084788840e+01,1.097557581202706345e+01
2.180812584769448748e+01,1.108690402637426509e+01,1.106950948301080473e+01
2.190277527618840026e+01,1.116511067680785985e+01,1.115349557570191763e+01
2.199742470468231659e+01,1.122858107866988142e+01,1.122664566471710934e+01
2.209207413317622937e+01,1.128503932888057548e+01,1.128829168794889526e+01
2.218672356167014215e+01,1.133401217505853253e+01,1.133684836499758042e+01
2.228137299016405493e+01,1.137603351212256442e+01,1.137610320310611378e+01
2.237602241865796771e+01,1.140722550064670315e+01,1.140669201224063301e+01
2.247067184715188048e+01,1.142807635414267509e+01,1.142925060236733259e+01
2.256532127564579682e+01,1.144486447844389332e+01,1.144441478345240704e+01
2.265997070413970960e+01,1.145761861942590620e+01,1.145282036546205084e+01
2.275462013263362238e+01,1.145205460232366157e+01,1.145510315836246384e+01
