CV1,Raw_Free_Energy,Smoothed_Free_Energy
8.559685305552257262e+00,8.779678065907235984e-01,8.550203147325445840e-01
8.658501513216418033e+00,1.054890185195260344e+00,1.055681428650009357e+00
8.757317720880582357e+00,1.259065941628518148e+00,1.269880068750685709e+00
8.856133928544743128e+00,1.491240787697435843e+00,1.501131400917963044e+00
8.954950136208907452e+00,1.748519384983978631e+00,1.754669455658766086e+00
9.053766343873068223e+00,2.038748207891150077e+00,2.037813099248645621e+00
9.152582551537232547e+00,2.347227317911340538e+00,2.383279022464342312e+00
9.251398759201393318e+00,2.677061356312726570e+00,2.764952263130118659e+00
9.350214966865557642e+00,3.035285918215570256e+00,3.158822679366211084e+00
9.449031174529720190e+00,3.441338065169071481e+00,3.539460641639180949e+00
9.547847382193882737e+00,3.884854673692747618e+00,3.887960744245954725e+00
9.646663589858045285e+00,4.338415281969714599e+00,4.192597936884622456e+00
9.745479797522207832e+00,4.777516902456256709e+00,4.444964770593547776e+00
9.844296005186370380e+00,4.782603784049838325e+00,4.640542453307888060e+00
9.943112212850532927e+00,4.781488516599665672e+00,4.778538261698581202e+00
1.004192842051469547e+01,4.771312552175941413e+00,4.868117431202170664e+00
1.014074462817885802e+01,4.785303881711234553e+00,4.912471381083507893e+00
1.023956083584302235e+01,4.825893047849298512e+00,4.923056077387016671e+00
1.033837704350718312e+01,4.865573745122092397e+00,4.913503339127363923e+00
1.043719325117134744e+01,4.902394714385761354e+00,4.903269367709190973e+00
1.053600945883550821e+01,4.946310093250086304e+00,4.909542354789370400e+00
1.063482566649967254e+01,4.985782516809056375e+00,4.901855824618318813e+00
1.073364187416383331e+01,4.933595093116762698e+00,4.881751815020521690e+00
1.083245808182799763e+01,4.869553702029614684e+00,4.850167470157701999e+00
1.093127428949215840e+01,4.784741003336073994e+00,4.808182176712823441e+00
1.103009049715632273e+01,4.716951789858633504e+00,4.756363544323845005e+00
1.112890670482048527e+01,4.647831972239346854e+00,4.698550258069574603e+00
1.122772291248464782e+01,4.636836712105293579e+00,4.646091789153590668e+00
1.132653912014881037e+01,4.635789908158602479e+00,4.607860782783474107e+00
1.142535532781297292e+01,4.623438796297517861e+00,4.598570953848764908e+00
1.152417153547713546e+01,4.587352912885408251e+00,4.606666180491192364e+00
1.162298774314129801e+01,4.562482817887036468e+00,4.636133787846819843e+00
1.172180395080546056e+01,4.599850717488592089e+00,4.670383400958796116e+00
1.182062015846962311e+01,4.684993751520972971e+00,4.700612529073792345e+00
1.191943636613378565e+01,4.746917243483502524e+00,4.717771236436647975e+00
1.201825257379794820e+01,4.811940492055162721e+00,4.725397671953985856e+00
1.211706878146211253e+01,4.781779970818944570e+00,4.720447690321726952e+00
1.221588498912627330e+01,4.770644784942370542e+00,4.697030967102999277e+00
1.231470119679043584e+01,4.639774420569899860e+00,4.647597426171386381e+00
1.241351740445459839e+01,4.545234382077733670e+00,4.571392901812292742e+00
1.251233361211876272e+01,4.467039939023381478e+00,4.480008511673845284e+00
1.261114981978292526e+01,4.406113968330772401e+00,4.389946430250992293e+00
1.270996602744708781e+01,4.315023236985849664e+00,4.312498022878489046e+00
1.280878223511125036e+01,4.229670707537609431e+00,4.259294438461899368e+00
1.290759844277541291e+01,4.174580888261603562e+00,4.229846660520834689e+00
1.300641465043957545e+01,4.172592649978660084e+00,4.234128486238973643e+00
1.310523085810373800e+01,4.219853286617111898e+00,4.258365158663801608e+00
1.320404706576790055e+01,4.290444873362157630e+00,4.298615832266548864e+00
1.330286327343206310e+01,4.364443032777171716e+00,4.348651154177225031e+00
1.340167948109622564e+01,4.427050782761436487e+00,4.405587906864021797e+00
1.350049568876038819e+01,4.491714314460803159e+00,4.458442109715536006e+00
1.359931189642455074e+01,4.542352419576773492e+00,4.495648505125624972e+00
1.369812810408871329e+01,4.539399816044867642e+00,4.524074527062582618e+00
1.379694431175287583e+01,4.512825284384670788e+00,4.531723274297958071e+00
1.389576051941703838e+01,4.478228936421647433e+00,4.511213198198941399e+00
1.399457672708120093e+01,4.448365107634875137e+00,4.460851995231031708e+00
1.409339293474536348e+01,4.391711657948042635e+00,4.380734840990242240e+00
1.419220914240952602e+01,4.320284577122294856e+00,4.272103514126728285e+00
1.429102535007369035e+01,4.267012691563409454e+00,4.140207006845328053e+00
1.438984155773785290e+01,4.037733487486522499e+00,3.997276114083792464e+00
1.448865776540201544e+01,3.826683962969386954e+00,3.850817028132528019e+00
1.458747397306617799e+01,3.656313204635779357e+00,3.710977951076575909e+00
1.468629018073034054e+01,3.509554913797137576e+00,3.583661975258456867e+00
1.478510638839450309e+01,3.395007307234672034e+00,3.475377369055973276e+00
1.488392259605866563e+01,3.325821888724016517e+00,3.387100626343417353e+00
1.498273880372282818e+01,3.321166752482062279e+00,3.317667195579363515e+00
1.508155501138699073e+01,3.323501188106999127e+00,3.271607173975412231e+00
1.518037121905115328e+01,3.321575777145320263e+00,3.231686560631460203e+00
1.527918742671531582e+01,3.280989737906411463e+00,3.202750046611686052e+00
1.537800363437947837e+01,3.234391618084579090e+00,3.200796592783789585e+00
1.547681984204364092e+01,3.186270767185846342e+00,3.217421674616817384e+00
1.557563604970780347e+01,3.158589079098331975e+00,3.247456090472884860e+00
1.567445225737196601e+01,3.195427318503668790e+00,3.296194197275069904e+00
1.577326846503612856e+01,3.314655262225246979e+00,3.378998294979764339e+00
1.587208467270029111e+01,3.518302820266622888e+00,3.491835511748561771e+00
1.597090088036445366e+01,3.731023334285676452e+00,3.633804506049236771e+00
1.606971708802861798e+01,3.810755770955415844e+00,3.801353907565931500e+00
1.616853329569278230e+01,3.948916506925750802e+00,3.988367361157759916e+00
1.626734950335694307e+01,4.158894806456443050e+00,4.176863536636806096e+00
1.636616571102110385e+01,4.376675379734907168e+00,4.351726073276550366e+00
1.646498191868526817e+01,4.511557150869452748e+00,4.510603448043846164e+00
1.656379812634943249e+01,4.689885351621228438e+00,4.658296538637221929e+00
1.666261433401359326e+01,4.871163321071323438e+00,4.807257368772632766e+00
1.676143054167775404e+01,5.000707374110858972e+00,4.963525651170701103e+00
1.686024674934191836e+01,5.070166796054179414e+00,5.112204413375476264e+00
1.695906295700608268e+01,5.178001062642322516e+00,5.253064810213290414e+00
1.705787916467024345e+01,5.342142684808190545e+00,5.391339510819848080e+00
1.715669537233440423e+01,5.517424574369067969e+00,5.528670822655096018e+00
1.725551157999856855e+01,5.692574310305866803e+00,5.655871108851189710e+00
1.735432778766273287e+01,5.835106742119245737e+00,5.777153510461018548e+00
1.745314399532689364e+01,5.945712760200259517e+00,5.897464480900204364e+00
1.755196020299105442e+01,6.033454347226664183e+00,6.014676692522879620e+00
1.765077641065521874e+01,6.115118623027304245e+00,6.122800034997821328e+00
1.774959261831938306e+01,6.197178316156052524e+00,6.225538892657779932e+00
1.784840882598354384e+01,6.290763810472312478e+00,6.329183483190872650e+00
1.794722503364770816e+01,6.405892801880657572e+00,6.437417250874320374e+00
1.804604124131186893e+01,6.544088890065880904e+00,6.555096866940383293e+00
1.814485744897603325e+01,6.684628181743516251e+00,6.683060229786886630e+00
1.824367365664019758e+01,6.830770727468912007e+00,6.820085107373479616e+00
1.834248986430435835e+01,6.974374615913184527e+00,6.962427212317768621e+00
1.844130607196851912e+01,7.101512820042678698e+00,7.104798469603198718e+00
1.854012227963268344e+01,7.229319647093197965e+00,7.241212717673694677e+00
1.863893848729684777e+01,7.365570308162801894e+00,7.367695568080501189e+00
1.873775469496100854e+01,7.495367671068496662e+00,7.481935654773166355e+00
1.883657090262516931e+01,7.611405720449623047e+00,7.584263754020138748e+00
1.893538711028933363e+01,7.703028659700192904e+00,7.677512670105954840e+00
1.903420331795349796e+01,7.772000219605393667e+00,7.760216757095090401e+00
1.913301952561765873e+01,7.831760517611039418e+00,7.832126914073476165e+00
1.923183573328181950e+01,7.893003270235854352e+00,7.896884693367615782e+00
1.933065194094598382e+01,7.953535519120720210e+00,7.962880717746513071e+00
1.942946814861014815e+01,8.024084796139444364e+00,8.038192268440823796e+00
1.952828435627430892e+01,8.106271358025697538e+00,8.122546281331800344e+00
1.962710056393846969e+01,8.164549400369478960e+00,8.212967261671648700e+00
1.972591677160263401e+01,8.256018782372370524e+00,8.305133804494850835e+00
1.982473297926679834e+01,8.391786317921694049e+00,8.395560597033401962e+00
1.992354918693096266e+01,8.530574042682362190e+00,8.479078637316039391e+00
2.002236539459512343e+01,8.624291172411462369e+00,8.552063252529839232e+00
2.012118160225928420e+01,8.654304357914023527e+00,8.611759614691754550e+00
2.021999780992344853e+01,8.670174328385018114e+00,8.660192678096768404e+00
2.031881401758760930e+01,8.690656223947550885e+00,8.702574344510511040e+00
2.041763022525177362e+01,8.717370574288560547e+00,8.735518362942704229e+00
2.051644643291593439e+01,8.732770657222985733e+00,8.762437535633754493e+00
2.061526264058009872e+01,8.761280906111364786e+00,8.793169738414807313e+00
2.071407884824426304e+01,8.809754823551832814e+00,8.834912802514873320e+00
2.081289505590842381e+01,8.883826338053735228e+00,8.887101041662143430e+00
2.091171126357258814e+01,8.959018427853079558e+00,8.943972517852694537e+00
2.101052747123674891e+01,9.003474868010478360e+00,9.000436837915646748e+00
2.110934367890091323e+01,9.055751742881826161e+00,9.055980666396006740e+00
2.120815988656507400e+01,9.116832769781435530e+00,9.108666613719705651e+00
2.130697609422923833e+01,9.161758738896256915e+00,9.152155437654592163e+00
2.140579230189339910e+01,9.185668991105194081e+00,9.181709262992146847e+00
2.150460850955756342e+01,9.201639257147643747e+00,9.195735606499271242e+00
2.160342471722172419e+01,9.205728906051376725e+00,9.195713719537957687e+00
2.170224092488588852e+01,9.216285729994691422e+00,9.184887130578465175e+00
2.180105713255004929e+01,9.198557371652791304e+00,9.166337940206311430e+00
2.189987334021421361e+01,9.158032665553797358e+00,9.148191360782892190e+00
2.199868954787837438e+01,9.115346192260117775e+00,9.135095129624971833e+00
2.209750575554253871e+01,9.090210653185152978e+00,9.130418052706014365e+00
2.219632196320669948e+01,9.087869229832097773e+00,9.138173950816460334e+00
2.229513817087086380e+01,9.123484890955335658e+00,9.156952007664264315e+00
2.239395437853502813e+01,9.190091599562443037e+00,9.183964916727431316e+00
2.249277058619918890e+01,9.259466290492351703e+00,9.219581469292950970e+00
2.259158679386335322e+01,9.305707487301939196e+00,9.266010657687960617e+00
2.269040300152751399e+01,9.366058728434310865e+00,9.343362986698540595e+00
2.278921920919167832e+01,9.431806201286050850e+00,9.436153065099709636e+00
2.288803541685583909e+01,9.471263377516805804e+00,9.530234229972480264e+00
2.298685162452000341e+01,9.539448084364158476e+00,9.615412711066808171e+00
2.308566783218416418e+01,9.661424765303227247e+00,9.691498496144566488e+00
2.318448403984832851e+01,9.853657594378482543e+00,9.765179448327735656e+00
2.328330024751248928e+01,1.007238960193361521e+01,9.849486466627078940e+00
2.338211645517665360e+01,1.004274984529295978e+01,9.947065776015691085e+00
2.348093266284081437e+01,1.004735496583121623e+01,1.007124715320487951e+01
2.357974887050497870e+01,1.013069298724866663e+01,1.023013095321475063e+01
2.367856507816913947e+01,1.032572304285583265e+01,1.043181753106546239e+01
2.377738128583330379e+01,1.062447754380694853e+01,1.068440724177717449e+01
2.387619749349746456e+01,1.101835226453117400e+01,1.099600044037004309e+01
2.397501370116162889e+01,1.144143029857148619e+01,1.137469748186422613e+01
